,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
313,MOM TEH MEATLOAF [[FUCK]] WINNIE TEH PIZZA,MOM TEH MEATLOAF [[ACCURSED]] WINNIE TEH PIZZA,0.0319122672080993,0.9422688484191896,1,0,1,58,Successful
314,and then [[fucking]] hell papened,and then [[accursed]] hell papened,0.0319122672080993,0.9422688484191896,1,0,1,53,Successful
315,[[FUCK]] YOU YOU LIKE ANGELIQUE CARRINGTON AND TAMARA HARRINGTONFUCK YOU ASSHOLE,[[ACCURSED]] YOU YOU LIKE ANGELIQUE CARRINGTON AND TAMARA HARRINGTONFUCK YOU ASSHOLE,0.0319122672080993,0.9422688484191896,1,0,1,60,Successful
316,I have already been sent this message about vandalism It wasnt me that did it It was my brother using the computer You know what You dumbass pompous fucks think that IPs and shit always tell the whole story Fuck off it wasnt me who did it And you could clearly see I had been warned Go [[fucking]] kill yourself dumbshit,I have already been sent this message about vandalism It wasnt me that did it It was my brother using the computer You know what You dumbass pompous fucks think that IPs and shit always tell the whole story Fuck off it wasnt me who did it And you could clearly see I had been warned Go [[accursed]] kill yourself dumbshit,0.0319122672080993,0.9422688484191896,1,0,1,76,Successful
317,[[No]] they were disruptive in your opinion Your only power is that of your keyboard But suit yourself and whatever the [[hell]] a SOCK is weirdo,[[Either]] they were disruptive in your opinion Your only power is that of your keyboard But suit yourself and whatever the [[fucking]] a SOCK is weirdo,0.0577311515808105,0.968087673187256,0,1,0,130,Successful
318,The whole thing about Beth Phoenix was that there was definitely SOMEONE from the female developmental talent group being released that day but no one was sure who exactly that was After Angel was confirmed people came to the conclusion that since Beth was never brought back to the main program they assume that she was released too but this was never wellcovered at all until Beth brought it up on her blog   <SPLIT><SPLIT> I disagree with the not pretty enough bit Most of the current batch of WWE Divas arent even near the league of perfect 10s with their looks In my opinion she is still arguably prettier then her DSW peers Nattie Shantelle even Krissy If they can make plainlooking women like Sharmell Candice her looks is so overrated Jillian and maybe Trinity look good they can do it with anyone [[Hell]] Beth has a pretty face but a really buff physique and they still signed her I think its more to do with the fact that she was stuck in developmental hell for way too long and the fact that her Divaed up blonde image hurt her cos they have so many blondes on the roster now They couldnt come up with anything for her as usual  <SPLIT><SPLIT> Its sad to see gems like her and Shelly being let go while expendable generic women are still employed and focused on They have so much to offer,The whole thing about Beth Phoenix was that there was definitely SOMEONE from the female developmental talent group being released that day but no one was sure who exactly that was After Angel was confirmed people came to the conclusion that since Beth was never brought back to the main program they assume that she was released too but this was never wellcovered at all until Beth brought it up on her blog   <SPLIT><SPLIT> I disagree with the not pretty enough bit Most of the current batch of WWE Divas arent even near the league of perfect 10s with their looks In my opinion she is still arguably prettier then her DSW peers Nattie Shantelle even Krissy If they can make plainlooking women like Sharmell Candice her looks is so overrated Jillian and maybe Trinity look good they can do it with anyone [[Fucking]] Beth has a pretty face but a really buff physique and they still signed her I think its more to do with the fact that she was stuck in developmental hell for way too long and the fact that her Divaed up blonde image hurt her cos they have so many blondes on the roster now They couldnt come up with anything for her as usual  <SPLIT><SPLIT> Its sad to see gems like her and Shelly being let go while expendable generic women are still employed and focused on They have so much to offer,0.0577312111854553,0.9680877923965454,0,1,0,1937,Successful
319,I have redirected [[Donkey]] Kong Wii to Donkey Kong Country Returns but I have not undeleted it,I have redirected [[Bitch]] Kong Wii to Donkey Kong Country Returns but I have not undeleted it,0.0577312111854553,0.9680877327919006,0,1,0,62,Successful
320,and also  can u ever explain stuff for dumb [[arses]] that use the site  trying to write a report on stuff I dont understand is hard enough stop making it hard,and also  can u ever explain stuff for dumb [[sluts]] that use the site  trying to write a report on stuff I dont understand is hard enough stop making it hard,0.0577312111854553,0.9680877923965454,0,1,0,212,Successful
321,There is no [[mention]] of the dog term in the article he stated that if someone were to search [[Bitch]] trying to find the dog term they would get the insult page,There is no [[alluding]] of the dog term in the article he stated that if someone were to search [[Fucking]] trying to find the dog term they would get the insult page,0.0577311515808105,0.968087673187256,0,1,0,312,Successful
322,Cock up  <SPLIT><SPLIT> The [[bot]] made a copckup not only broken syntax but wrong rescue too,Cock up  <SPLIT><SPLIT> The [[ass]] made a copckup not only broken syntax but wrong rescue too,0.0577312111854553,0.9680877327919006,0,1,0,18,Successful
323,11 January 2007 UTC <SPLIT><SPLIT> Jung has an interesting theory on this He says that whether there was a real historical figure called Christ is not the point The point is what we have made of Christ If we stay neutral on which religion is best and see Christ as the highest ideal mankind has before himher of what humanity can be  ie a GodMan or God and Man partaking of each others nature then that is all we need to know about what Jesus represents We know that Christianity was hugely influenced by the Greek mind of the Byzantine Empire and we can see today how Christianity is adopted by different cultures in subtly different ways We shouldnt feel uncomfortable about the idea that [[Christ]] might have grown out of ideas of Orisis Orpheus Apollo etc any more than the idea that Christianity itself grew out of Judaism Perhaps as humanity grows spiritually its idea of what men and Gods can be grows In this sense we can say that Christ grows out of but transcends those earlier expressions of spirituality Jung saw Christ and Buddha as the highest expressions of what humanity can be in human culture so far You would proabably want to add Krishna if you were a Hindu Krishna being the most human avatar of Brahman and in many ways parallel to Christ in his message A lot of what he says in the Bagavad Gita is very similar to the Gospels Also his name is clearly etymologically linked to Christ surely Christ wasnt purplyblue though and Mohammed if you were a Muslim In a similar way the Virgin Mary can be seen to have grown out of figures such as Hathor Isis Astarte Artemis etc I find the idea of a continuity in the development of human spirituality hugely moving and reassuring It shows we are evolving in our knowledge of the divine I wonder what the next phase is going to be  1714,11 January 2007 UTC <SPLIT><SPLIT> Jung has an interesting theory on this He says that whether there was a real historical figure called Christ is not the point The point is what we have made of Christ If we stay neutral on which religion is best and see Christ as the highest ideal mankind has before himher of what humanity can be  ie a GodMan or God and Man partaking of each others nature then that is all we need to know about what Jesus represents We know that Christianity was hugely influenced by the Greek mind of the Byzantine Empire and we can see today how Christianity is adopted by different cultures in subtly different ways We shouldnt feel uncomfortable about the idea that [[Fucking]] might have grown out of ideas of Orisis Orpheus Apollo etc any more than the idea that Christianity itself grew out of Judaism Perhaps as humanity grows spiritually its idea of what men and Gods can be grows In this sense we can say that Christ grows out of but transcends those earlier expressions of spirituality Jung saw Christ and Buddha as the highest expressions of what humanity can be in human culture so far You would proabably want to add Krishna if you were a Hindu Krishna being the most human avatar of Brahman and in many ways parallel to Christ in his message A lot of what he says in the Bagavad Gita is very similar to the Gospels Also his name is clearly etymologically linked to Christ surely Christ wasnt purplyblue though and Mohammed if you were a Muslim In a similar way the Virgin Mary can be seen to have grown out of figures such as Hathor Isis Astarte Artemis etc I find the idea of a continuity in the development of human spirituality hugely moving and reassuring It shows we are evolving in our knowledge of the divine I wonder what the next phase is going to be  1714,0.0577312111854553,0.9680877923965454,0,1,0,1743,Successful
324,they were known as the [[fatties]] and the fatties were called this becuase the girl weighed 12 stone,they were known as the [[bitches]] and the fatties were called this becuase the girl weighed 12 stone,0.0577312111854553,0.9680877327919006,0,1,0,70,Successful
325,he is a butt face [[weirdo]],he is a butt face [[dickwad]],0.0577312111854553,0.968087673187256,0,1,0,106,Successful
326,I have a suggestion  <SPLIT><SPLIT> Why dont we start another article that can be accessed from the See Also link at the bottom of the page or possibly referenced by a link somewhere in the main article that would lead to an article that covers all of the theories and opinions from the MichaelkilledTerriandboughtthejudiciary school <SPLIT><SPLIT> Both the Project Apollo and Earth articles have similar separate pages to cover the Flat Earth theories and Apollo moon landing hoax accusations and they are the perfect analog to the dichotomy we are seeing in the talk page concerning the Terri Schiavo article <SPLIT><SPLIT> In the main article we would pretty much follow what we already have which is mostly supported by cites to court orders affidavits transcripts reports and articles and in the subsidiary article we could lay out all the alternative theories and whatever support they can provide <SPLIT><SPLIT> That way the antiTerri people could advance their POV that Michael must have killed Terri because Judge Greer has the same first name as Attorney Felos or whatever their theory is The rest of us who attempt to practice NPOV we all have a POVthe trick is to try and minimize it can polish up the article and eliminate some of the convoluted narrative that POV pushers have forced us to contrive  <SPLIT><SPLIT> Note that the comments on the peer review page have found the article to be generally quite NPOV The suggestions that were made were primarily form and not more or less POV    <SPLIT><SPLIT> If you think my pages are conspiracy theories then put them at that link Here are some links you may find helpful Duck <SPLIT><SPLIT> httpenwikipediaorgwikiTalkTerriSchiavoarchive24Herearesomelinksthatyoumayfindhelpful   <SPLIT><SPLIT> Holy crap There is a major difference between putting up a flatearth conspiracy article on wikipedia and a MichaelkilledTerriandboughtthejudiciary conspiracy article on wikipedia that youre forgetting Wikipedia cant get sued for libeldefamation for saying the earth is flat but it can get sued for saying Michael murdered Terri At some point the Iyer affidavit has to be tossed out as utter [[crap]] Wikipedia should report it as Iyers POV but wikipedia should also report all the surrounding pieces around it that show a complete lack of any supporting evidence To allow wikipedia to start reporting on every crackpot conspiracy theory that any jerkoff puts on his blog is 1 asking for serious legal trouble and 2 giving credence to utter crap conspiracy theories Any idiot with a blog can put his conspiracy theory on his blog [[Wikipedia]] can add nothing to that other than to give such a blog free advertising I also imagine that every single sentence will have to start with the phrase so and so said followed by a URL If so and so said is ever dropped wikipedia becomes open to libel At which point the only safe way to report some crackpot conspiracy theory on wikipedia would be to quote the site verbatim and you might as well let people find it on their own when they google Michael murdered Terri This is a really really bad idea   <SPLIT><SPLIT> Your personal attacks are very tiresome Duckecho  FuelWagon  If you want a flatearther type conspiracy article then it should be about those who think that Terris mother father brother sister best friend etc who fought to save her life were AntiTerri rather than the estranged husband who she had wanted to divorce and who sought her death and forbade that she receive any kind of meaningful therapy for more than a dozen years and who was quoted in sworn testimony by a disinterested caregiver as complaining in her presence when is that bitch gonna die <SPLIT><SPLIT> If you want a flatearther type conspiracy article then it should be about those who actually claim to believe that literally dozens of physicians nurses nurse family members and friends most of whom had no plausible motive for dishonesty conspired to lie about Terris condition falsely claiming that she was responsive that she tried to talk that she ate and obviously enjoyed Jell,I have a suggestion  <SPLIT><SPLIT> Why dont we start another article that can be accessed from the See Also link at the bottom of the page or possibly referenced by a link somewhere in the main article that would lead to an article that covers all of the theories and opinions from the MichaelkilledTerriandboughtthejudiciary school <SPLIT><SPLIT> Both the Project Apollo and Earth articles have similar separate pages to cover the Flat Earth theories and Apollo moon landing hoax accusations and they are the perfect analog to the dichotomy we are seeing in the talk page concerning the Terri Schiavo article <SPLIT><SPLIT> In the main article we would pretty much follow what we already have which is mostly supported by cites to court orders affidavits transcripts reports and articles and in the subsidiary article we could lay out all the alternative theories and whatever support they can provide <SPLIT><SPLIT> That way the antiTerri people could advance their POV that Michael must have killed Terri because Judge Greer has the same first name as Attorney Felos or whatever their theory is The rest of us who attempt to practice NPOV we all have a POVthe trick is to try and minimize it can polish up the article and eliminate some of the convoluted narrative that POV pushers have forced us to contrive  <SPLIT><SPLIT> Note that the comments on the peer review page have found the article to be generally quite NPOV The suggestions that were made were primarily form and not more or less POV    <SPLIT><SPLIT> If you think my pages are conspiracy theories then put them at that link Here are some links you may find helpful Duck <SPLIT><SPLIT> httpenwikipediaorgwikiTalkTerriSchiavoarchive24Herearesomelinksthatyoumayfindhelpful   <SPLIT><SPLIT> Holy crap There is a major difference between putting up a flatearth conspiracy article on wikipedia and a MichaelkilledTerriandboughtthejudiciary conspiracy article on wikipedia that youre forgetting Wikipedia cant get sued for libeldefamation for saying the earth is flat but it can get sued for saying Michael murdered Terri At some point the Iyer affidavit has to be tossed out as utter [[fucking]] Wikipedia should report it as Iyers POV but wikipedia should also report all the surrounding pieces around it that show a complete lack of any supporting evidence To allow wikipedia to start reporting on every crackpot conspiracy theory that any jerkoff puts on his blog is 1 asking for serious legal trouble and 2 giving credence to utter crap conspiracy theories Any idiot with a blog can put his conspiracy theory on his blog [[Wiki]] can add nothing to that other than to give such a blog free advertising I also imagine that every single sentence will have to start with the phrase so and so said followed by a URL If so and so said is ever dropped wikipedia becomes open to libel At which point the only safe way to report some crackpot conspiracy theory on wikipedia would be to quote the site verbatim and you might as well let people find it on their own when they google Michael murdered Terri This is a really really bad idea   <SPLIT><SPLIT> Your personal attacks are very tiresome Duckecho  FuelWagon  If you want a flatearther type conspiracy article then it should be about those who think that Terris mother father brother sister best friend etc who fought to save her life were AntiTerri rather than the estranged husband who she had wanted to divorce and who sought her death and forbade that she receive any kind of meaningful therapy for more than a dozen years and who was quoted in sworn testimony by a disinterested caregiver as complaining in her presence when is that bitch gonna die <SPLIT><SPLIT> If you want a flatearther type conspiracy article then it should be about those who actually claim to believe that literally dozens of physicians nurses nurse family members and friends most of whom had no plausible motive for dishonesty conspired to lie about Terris condition falsely claiming that she was responsive that she tried to talk that she ate and obviously enjoyed Jell,0.0577311515808105,0.9680870175361632,0,1,0,1779,Successful
327,A piece of advice <SPLIT> Happy Sunday Nancy  Remember I told you Id bring you a biiiiiiiig problem  So today Im here for a piece of advice  As you can see Ive been working on Gottschalks pieces moving things from one place to another filling in refs and info that is dealing with things that the majority of us here have no time for making them readable Yes I thought about including the Opus numbers in my moves because for me at least theyre part of the title too like  <SPLIT> Schuberts or  <SPLIT> Chopins althought Ive gotta admit its not a norm here I tend to say that an article becomes an article when other users come to take part and enhance them in one way or another to add something more and push them ahead but not the other way around So when a user sounds arrogant enough and make my heart beat faster 6 cardiac arrests last year Dead 6 times ha ha  this 50 yo feminist heart burns Really Im not here to create double redirects Its the tone of his remarks all over that makes me see Im standing before one of those users you know too teen for me to deal with The funniest of it all is that he moved only the things he dealt with not my owns I was working on Gottschalks Op 3 and Op 11 but the sun is shining so bright out there that maybe I should kick Wikis butt and take the plane to the Adriatic or somewhere in the Canary Islands Maybe I come back in time for dinner tonight The airport is only a 20 minride from here  I wonder will he move Bachs too  Biiiiiiiig [[kiss]] for you Nancy Sorry to bring you such personal things,A piece of advice <SPLIT> Happy Sunday Nancy  Remember I told you Id bring you a biiiiiiiig problem  So today Im here for a piece of advice  As you can see Ive been working on Gottschalks pieces moving things from one place to another filling in refs and info that is dealing with things that the majority of us here have no time for making them readable Yes I thought about including the Opus numbers in my moves because for me at least theyre part of the title too like  <SPLIT> Schuberts or  <SPLIT> Chopins althought Ive gotta admit its not a norm here I tend to say that an article becomes an article when other users come to take part and enhance them in one way or another to add something more and push them ahead but not the other way around So when a user sounds arrogant enough and make my heart beat faster 6 cardiac arrests last year Dead 6 times ha ha  this 50 yo feminist heart burns Really Im not here to create double redirects Its the tone of his remarks all over that makes me see Im standing before one of those users you know too teen for me to deal with The funniest of it all is that he moved only the things he dealt with not my owns I was working on Gottschalks Op 3 and Op 11 but the sun is shining so bright out there that maybe I should kick Wikis butt and take the plane to the Adriatic or somewhere in the Canary Islands Maybe I come back in time for dinner tonight The airport is only a 20 minride from here  I wonder will he move Bachs too  Biiiiiiiig [[fucking]] for you Nancy Sorry to bring you such personal things,0.0577312111854553,0.9680876135826112,0,1,0,1852,Successful
328,hey butcheek wat r u  doin dis weekend i want to come over [[fool]] lol,hey butcheek wat r u  doin dis weekend i want to come over [[dumbass]] lol,0.0577312111854553,0.968087673187256,0,1,0,214,Successful
329,Why are administrators blocking good faith discussions on talk pages of articles now  How can I be evading a block when I am not a wikipedian any more  Im  human being adding good faith content to a talk page All too much for you is it Neil Absolutely [[fucking]] pathetic,Why are administrators blocking good faith discussions on talk pages of articles now  How can I be evading a block when I am not a wikipedian any more  Im  human being adding good faith content to a talk page All too much for you is it Neil Absolutely [[accursed]] pathetic,0.0319122672080993,0.9422688484191896,1,0,1,80,Successful
330,Looks good  If somebodys putting back in all the [[crap]] maybe Carnegie was right Or maybe there too many aholes in the world,Looks good  If somebodys putting back in all the [[fucking]] maybe Carnegie was right Or maybe there too many aholes in the world,0.0577312111854553,0.968087673187256,0,1,0,104,Successful
331,Can I suggest you add another unblock request  I cant unblock you as Im not an admin but I believe your explanation above and believe you should be unblock as I explain in more detail at WikipediaAdministrators noticeboardIncidentsed up No [[fucked]] up  For the reason I suggest you just point to this discussion  Given this discussion and my suggestion adding another unblock request wont be seen as a bad thing so I wouldnt worry there,Can I suggest you add another unblock request  I cant unblock you as Im not an admin but I believe your explanation above and believe you should be unblock as I explain in more detail at WikipediaAdministrators noticeboardIncidentsed up No [[fucking]] up  For the reason I suggest you just point to this discussion  Given this discussion and my suggestion adding another unblock request wont be seen as a bad thing so I wouldnt worry there,0.0577312111854553,0.9680874943733216,0,1,0,1040,Successful
332,Might I add that Geez Originated in Eritrea infact in the Akele Guzay Region of Eritrea  Eritrea has more [[Geez]] inscripted tablets monuments and historical artifacts Including the transition between Sabaen and Geez  If you go to the Dahlak Islands you will find the evolutionary history of the Geez Alphabet and the Sabaen Alphabet  It is insulting that the AmharaTigrayan Ethnic groups in Ethiopia have dominated the nation of Ethiopia with a history that originates in Eritrea  Completely Insulting and that wikipedia permits this falisfication to continue  Civility and neutrality go out the window when the writings of Paid propaganda historians like Pankhurst are used to solidify illogical historical and linguistical accounts,Might I add that Geez Originated in Eritrea infact in the Akele Guzay Region of Eritrea  Eritrea has more [[Fucking]] inscripted tablets monuments and historical artifacts Including the transition between Sabaen and Geez  If you go to the Dahlak Islands you will find the evolutionary history of the Geez Alphabet and the Sabaen Alphabet  It is insulting that the AmharaTigrayan Ethnic groups in Ethiopia have dominated the nation of Ethiopia with a history that originates in Eritrea  Completely Insulting and that wikipedia permits this falisfication to continue  Civility and neutrality go out the window when the writings of Paid propaganda historians like Pankhurst are used to solidify illogical historical and linguistical accounts,0.0577312111854553,0.9680877327919006,0,1,0,874,Successful
333,Y [[u]] suck balls  <SPLIT><SPLIT> Well i can give you many different reasons why  Lets put it into English  3 days ago you slept in my bed and gave me an amazing feeling what u didnt count on was that i am a guy  This will be continued,Y [[umm]] suck balls  <SPLIT><SPLIT> Well i can give you many different reasons why  Lets put it into English  3 days ago you slept in my bed and gave me an amazing feeling what u didnt count on was that i am a guy  This will be continued,0.0319122672080993,0.9422688484191896,1,0,1,29,Successful
334,I hate you go [[fuck]] your self have a nice day,I hate you go [[bugger]] your self have a nice day,0.0319122672080993,0.9422688484191896,1,0,1,12,Successful
335,[[Fuck]] you you fat ugly manwhore Arresto Momentum is noncanonical And besides its Aresto Momentum get it right Now get down and suck the cum out of my big cock you gay wanker before I have to rape you Oh yeah oh yeah oh yeah oh yeah ooooooh yeeaaah uh uh uh uh uuuuuuuuuuuuhhhhhhhhhhh oh god fuck yeah yeah yeah yeah yeah OOOOOOOOOOOOOOOOOOOOOHHHHHHHHHHHHHHHH YYYYYYYEEEEEAAAAAAAAAAAHHHHHH UUUUUUUUUUUUUUUUUUUUUUUUUUUHHHHHHHHHHHHHHHHH uh uh uh that was good Now shall we do it anal I like it anal Oh yeah,[[Brothel]] you you fat ugly manwhore Arresto Momentum is noncanonical And besides its Aresto Momentum get it right Now get down and suck the cum out of my big cock you gay wanker before I have to rape you Oh yeah oh yeah oh yeah oh yeah ooooooh yeeaaah uh uh uh uh uuuuuuuuuuuuhhhhhhhhhhh oh god fuck yeah yeah yeah yeah yeah OOOOOOOOOOOOOOOOOOOOOHHHHHHHHHHHHHHHH YYYYYYYEEEEEAAAAAAAAAAAHHHHHH UUUUUUUUUUUUUUUUUUUUUUUUUUUHHHHHHHHHHHHHHHHH uh uh uh that was good Now shall we do it anal I like it anal Oh yeah,0.0319122672080993,0.9422688484191896,1,0,1,110,Successful
336,What the [[hell]] happened people,What the [[fuck]] happened people,0.0577312111854553,0.968087673187256,0,1,0,49,Successful
337,licked her shitty [[asshole]],licked her shitty [[bucko]],0.0319122672080993,0.9422688484191896,1,0,1,54,Successful
338,Jay Z [[sucks]] balls  <SPLIT><SPLIT> Beyonce should have never married a dumbass like Jay Z she is way sexier then that jack off JayZ sucks balls Im so happy he died yesturday,Jay Z [[terrifies]] balls  <SPLIT><SPLIT> Beyonce should have never married a dumbass like Jay Z she is way sexier then that jack off JayZ sucks balls Im so happy he died yesturday,0.0319122672080993,0.9422689080238342,1,0,1,57,Successful
339,Disruptive editing  <SPLIT><SPLIT> Mr Stradivarius I just saw you eliminating disruptive edition from a Talk Page Do you happen to have sysop rights There is an IP disrupting Talk Tenedos I removed his [[shit]] comment but I think he needs a more authoritative warningmeasure Arigato,Disruptive editing  <SPLIT><SPLIT> Mr Stradivarius I just saw you eliminating disruptive edition from a Talk Page Do you happen to have sysop rights There is an IP disrupting Talk Tenedos I removed his [[fucking]] comment but I think he needs a more authoritative warningmeasure Arigato,0.0577312111854553,0.9680877327919006,0,1,0,341,Successful
340,Who the [[hell]] is Kevin OSullivan and why do we care,Who the [[fuck]] is Kevin OSullivan and why do we care,0.0577312111854553,0.9680877327919006,0,1,0,55,Successful
341,Ted Haggard a wellknown Evangelical leader founded a church that has 14000 members was removed from his position as paster after admitting that he recieved a massage from a male [[prostitute]] although he denies having sex with the man  According to a Denver post article Haggard confessed that in spite of warring against it homosexuality all of my adult life that while he had stretches of freedom nothing proved effective  not sure if this merits mentioning on the main article,Ted Haggard a wellknown Evangelical leader founded a church that has 14000 members was removed from his position as paster after admitting that he recieved a massage from a male [[fucking]] although he denies having sex with the man  According to a Denver post article Haggard confessed that in spite of warring against it homosexuality all of my adult life that while he had stretches of freedom nothing proved effective  not sure if this merits mentioning on the main article,0.0577312111854553,0.9680877327919006,0,1,0,450,Successful
342,who the [[fuck]] are you,who the [[accursed]] are you,0.0319122672080993,0.9422688484191896,1,0,1,52,Successful
343,I repeat what is wrong is the fact that no reliable sources are used to back it up What the [[hell]] is a ripper lizard and when was this name ever actually used,I repeat what is wrong is the fact that no reliable sources are used to back it up What the [[fucking]] is a ripper lizard and when was this name ever actually used,0.0577312111854553,0.968087673187256,0,1,0,225,Successful
344,Zac and WEbby have had [[butt]] [[sex]] with each other watch CNN tonight for more info,Zac and WEbby have had [[ass]] [[porn]] with each other watch CNN tonight for more info,0.0577311515808105,0.968087673187256,0,1,0,127,Successful
345,incest citation needed  <SPLIT><SPLIT> The term is literally an accusation of incestcitation needed Oh come on Its obvious why does that need a citation What do you want a link to mother and [[fucker]] in a dictionary,incest citation needed  <SPLIT><SPLIT> The term is literally an accusation of incestcitation needed Oh come on Its obvious why does that need a citation What do you want a link to mother and [[bitch]] in a dictionary,0.0577312111854553,0.968087673187256,0,1,0,589,Successful
346,[[If]] your original version hadnt been such a piece of [[shit]] I would have been happy to leave it alone Its better now,[[After]] your original version hadnt been such a piece of [[fucking]] I would have been happy to leave it alone Its better now,0.0577311515808105,0.968087673187256,0,1,0,128,Successful
347,Victory Lap  <SPLIT><SPLIT> 10 years ago I fought like [[hell]] to keep this article and others like it Eat it deletionist scum  httpvarietycom2014digitalnewssurveyyoutubestarsmorepopularthanmainstreamcelebsamongusteens1201275245,Victory Lap  <SPLIT><SPLIT> 10 years ago I fought like [[fucking]] to keep this article and others like it Eat it deletionist scum  httpvarietycom2014digitalnewssurveyyoutubestarsmorepopularthanmainstreamcelebsamongusteens1201275245,0.0577312111854553,0.9680877327919006,0,1,0,123,Successful
348,It was neither unprecedented nor particularly surprising there is a reflex  not entirely unwarranted  to reevaluate whether an editors [[continued]] participation is beneficial on the whole when they have returned in front of the committee for the umpteenth time over the same issue  Would I have voted to ban him  I dont know  I havent evaluated the situation nor was it my job to do so  I do think that some of the comments from the sitting arbs were catastrophically asinine on both sides of the discussion and I will certainly vote accordingly come next electionsDo I believe that this is indicative of a fundamental problem of repression or political payback  I know it isnt  I know for a fact that the poor sods currently sitting on the committee are doing the best they can to help the project to the limits of their ability  Mostly it works out on average sometimes it blows up  I certainly will be voting against some of the current arbitrators not just over that incident but I see no justification for heaping scorn on the group the institution or even those individuals whose judgement I find most lacking  I was in that seat  I know its a fucking hard job  I know that even those I think should not be within 10 of the committee have willingly taken a [[shit]] responsibility for trying to do the Right Thing even if it means being spat upon and crapped all over as your sole reward and they deserve respect if only for that  Disagree with them  Vehemently if you feel the need for it  Campaign or run for a seat yourself  But do yourself and everybody else a service and stop imagining vast conspiracies to get some editors or to take over or whatever else is the reproach du jour,It was neither unprecedented nor particularly surprising there is a reflex  not entirely unwarranted  to reevaluate whether an editors [[constants]] participation is beneficial on the whole when they have returned in front of the committee for the umpteenth time over the same issue  Would I have voted to ban him  I dont know  I havent evaluated the situation nor was it my job to do so  I do think that some of the comments from the sitting arbs were catastrophically asinine on both sides of the discussion and I will certainly vote accordingly come next electionsDo I believe that this is indicative of a fundamental problem of repression or political payback  I know it isnt  I know for a fact that the poor sods currently sitting on the committee are doing the best they can to help the project to the limits of their ability  Mostly it works out on average sometimes it blows up  I certainly will be voting against some of the current arbitrators not just over that incident but I see no justification for heaping scorn on the group the institution or even those individuals whose judgement I find most lacking  I was in that seat  I know its a fucking hard job  I know that even those I think should not be within 10 of the committee have willingly taken a [[fucking]] responsibility for trying to do the Right Thing even if it means being spat upon and crapped all over as your sole reward and they deserve respect if only for that  Disagree with them  Vehemently if you feel the need for it  Campaign or run for a seat yourself  But do yourself and everybody else a service and stop imagining vast conspiracies to get some editors or to take over or whatever else is the reproach du jour,0.0577311515808105,0.9680877923965454,0,1,0,3112,Successful
349,Hair s a [[wanker]] DOO DOO DOO DOO DOOOOOOO come on boys lets go,Hair s a [[bastard]] DOO DOO DOO DOO DOOOOOOO come on boys lets go,0.0577312111854553,0.9680877327919006,0,1,0,180,Successful
350,Did Obama call a political opponent a cancer and a [[bitch]] or laugh out loud when someone else did,Did Obama call a political opponent a cancer and a [[fucker]] or laugh out loud when someone else did,0.0319122672080993,0.9422689080238342,1,0,1,61,Successful
351,Who cares  <SPLIT><SPLIT> Just block the whole school or report them Seriously Im sick of admins presuming that dumbasses in some school will stop if you threaten them with blocks If they want to edit they can do it with their own connection at home [[Jesus]] Christ,Who cares  <SPLIT><SPLIT> Just block the whole school or report them Seriously Im sick of admins presuming that dumbasses in some school will stop if you threaten them with blocks If they want to edit they can do it with their own connection at home [[Fucking]] Christ,0.0577312111854553,0.9680877327919006,0,1,0,659,Successful
352,to raise funds for a charity  <SPLIT><SPLIT> Is there a difference between the importance the cultural relevance or the wikipedia page of Lady Gaga and [[Shitty]] Watercolor Not really So I urge the moderators to consider rescinding the deletion of this wikipedia page Or at the very least to provide further instruction on how it may be raised to acceptable standards,to raise funds for a charity  <SPLIT><SPLIT> Is there a difference between the importance the cultural relevance or the wikipedia page of Lady Gaga and [[Fucking]] Watercolor Not really So I urge the moderators to consider rescinding the deletion of this wikipedia page Or at the very least to provide further instruction on how it may be raised to acceptable standards,0.0577312111854553,0.9680877327919006,0,1,0,411,Successful
353,I think you [[faggots]] should stop trying to be the first one to put bullshit information on here and instead wait for the news organizations to get their facts straight,I think you [[fag]] should stop trying to be the first one to put bullshit information on here and instead wait for the news organizations to get their facts straight,0.0319123864173889,0.9422688484191896,1,0,1,44,Successful
354,shaylor ortiz <SPLIT> [[sucks]] big dicks <SPLIT> and thick pussies,shaylor ortiz <SPLIT> [[anxieties]] big dicks <SPLIT> and thick pussies,0.0319122672080993,0.9422688484191896,1,0,1,31,Successful
355,[[Dumb]]  <SPLIT><SPLIT> They 2 on their friends,[[Dumbass]]  <SPLIT><SPLIT> They 2 on their friends,0.0577312111854553,0.9680877327919006,0,1,0,48,Successful
356,GERMAN BASTERD  <SPLIT><SPLIT> [[Fuck]] hitler up the jews  <SPLIT><SPLIT> Heil Hitler  <SPLIT><SPLIT> Heil all Jews,GERMAN BASTERD  <SPLIT><SPLIT> [[Fucken]] hitler up the jews  <SPLIT><SPLIT> Heil Hitler  <SPLIT><SPLIT> Heil all Jews,0.0319122672080993,0.9422689080238342,1,0,1,60,Successful
