,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
42,and go and bring one socalled original ref and send it to Gates for his professional whitened opinion How the [[hell]] is gates that man is hated across the African academic world he is an authority on making Africa look like a joke him an Appiah,and go and bring one socalled original ref and send it to Gates for his professional whitened opinion How the [[fucking]] is gates that man is hated across the African academic world he is an authority on making Africa look like a joke him an Appiah,0.0577312111854553,0.9680877327919006,0,1,0,170,Successful
43,No I didnt consider that Any editor who tells another to [[fuck]] off not once but twice deserves to be blocked This has nothing to do with their contributions but everything to do with how they handled the situation This behavior could never be justified Now Im going to go back to Iris wonderful still frame from the allfeline version of Deliverance,No I didnt consider that Any editor who tells another to [[fucking]] off not once but twice deserves to be blocked This has nothing to do with their contributions but everything to do with how they handled the situation This behavior could never be justified Now Im going to go back to Iris wonderful still frame from the allfeline version of Deliverance,0.0577312111854553,0.9680877327919006,0,1,0,281,Successful
44,Saying hes Irish American is [[stupid]] everyone knows hes an AustralianAmerican,Saying hes Irish American is [[idiotic]] everyone knows hes an AustralianAmerican,0.0577312111854553,0.9680877923965454,0,1,0,161,Successful
45,and [[largely]] hails a penis with legs who seemingly lets his barbaric instinct drive him,and [[dramatically]] hails a penis with legs who seemingly lets his barbaric instinct drive him,0.0319122672080993,0.9422689080238342,1,0,1,57,Successful
46,[[After]] this passes Im gonna push for UFOUFO allegations White supremacyWhite supremacy fallacy Black SupremacyBlack supremacy [[bollocks]] DolchstosslegendeDolchstosslegende bullsh Abduction phenomenonAbduction phenomenon horsesh and Towel dayTowel day but who gives a damn Read WPNAME and off with this issue,[[Backside]] this passes Im gonna push for UFOUFO allegations White supremacyWhite supremacy fallacy Black SupremacyBlack supremacy [[fucking]] DolchstosslegendeDolchstosslegende bullsh Abduction phenomenonAbduction phenomenon horsesh and Towel dayTowel day but who gives a damn Read WPNAME and off with this issue,0.0577311515808105,0.9680877327919006,0,1,0,268,Successful
47,Sandy What a [[bitch]],Sandy What a [[arsehole]],0.0319122672080993,0.9422688484191896,1,0,1,53,Successful
48,bodybuildingcom misc section needs to be included [[faggots]],bodybuildingcom misc section needs to be included [[bitches]],0.0319126844406127,0.9422688484191896,1,0,1,32,Successful
49,Try BiblicalMagiBiblicalaccount To attempt WPOR on such [[matters]] is unwise and no clear information as to the interval can be got from Matthew You were yourself incorrect to claim that the Flight came immediately after the birth of [[Jesus]]  no such categorical statement can be found in Matthew So I will revert you again I will copy this to the Joseph talk page Please continue it there if you must,Try BiblicalMagiBiblicalaccount To attempt WPOR on such [[affairs]] is unwise and no clear information as to the interval can be got from Matthew You were yourself incorrect to claim that the Flight came immediately after the birth of [[Fucking]]  no such categorical statement can be found in Matthew So I will revert you again I will copy this to the Joseph talk page Please continue it there if you must,0.0577311515808105,0.9680877327919006,0,1,0,802,Successful
50,Please stop adding [[silly]] comments to Pumpkin,Please stop adding [[idiot]] comments to Pumpkin,0.0577312111854553,0.9680877327919006,0,1,0,165,Successful
51,[[Have]] you ever seen a picture of the guy Holy [[Jesus]] that man is ugly,[[Enjoys]] you ever seen a picture of the guy Holy [[Fuck]] that man is ugly,0.0577311515808105,0.968087673187256,0,1,0,235,Successful
52,Your [[English]] on [[user]] page  <SPLIT><SPLIT> your english sucks why do you have en5 on your page,Your [[Lish]] on [[clientele]] page  <SPLIT><SPLIT> your english sucks why do you have en5 on your page,0.0577311515808105,0.9680877923965454,0,1,0,19,Successful
53,dude youre [[fuckin]] stupid  it is eddie van halens kid  you obviously dont know shit about van halen you listened to michael anthony the old bass player who wolfgang replaced in 2007   RASS,dude youre [[accursed]] stupid  it is eddie van halens kid  you obviously dont know shit about van halen you listened to michael anthony the old bass player who wolfgang replaced in 2007   RASS,0.0319122672080993,0.9422688484191896,1,0,1,73,Successful
54,I wonder if whether throughout the course of human history that will become a surname Because that would be [[fuckin]] sweet,I wonder if whether throughout the course of human history that will become a surname Because that would be [[bitch]] sweet,0.0577312111854553,0.9680877327919006,0,1,0,259,Successful
55,Maybe you should just take a deep [[breath]] and consentrate I wasnt trying to piss you off,Maybe you should just take a deep [[suck]] and consentrate I wasnt trying to piss you off,0.0577312111854553,0.9680877327919006,0,1,0,60,Successful
56,[[Before]] mother earth they are gothic metal then commercial symphonic rockmetal [[crap]],[[Above]] mother earth they are gothic metal then commercial symphonic rockmetal [[fucking]],0.0577311515808105,0.968087673187256,0,1,0,105,Successful
57,working on a ridiculously paininmy [[ass]] website <SPLIT> writing on bangles for a website that sucks,working on a ridiculously paininmy [[arses]] website <SPLIT> writing on bangles for a website that sucks,0.0319122672080993,0.9422688484191896,1,0,1,31,Successful
58,hapy [[penis]] to all,hapy [[arsehole]] to all,0.0319122672080993,0.9422688484191896,1,0,1,44,Successful
59,There is an article for every song on American [[Idiot]] so why not the Black Parade,There is an article for every song on American [[Fuckhead]] so why not the Black Parade,0.0577312111854553,0.9680877327919006,0,1,0,154,Successful
60,of other [[drug]] [[retarded]] persons,of other [[ambien]] [[fuckwit]] persons,0.0577311515808105,0.9680877327919006,0,1,0,109,Successful
61,You are one slow and persistent [[motherfucker]] can you read,You are one slow and persistent [[arsehole]] can you read,0.0319122672080993,0.9422688484191896,1,0,1,57,Successful
62,Nike Locations Elisha C [[Dick]],Nike Locations Elisha C [[Asshole]],0.0577312111854553,0.9680877923965454,0,1,0,53,Successful
63,John P Meier A Marginal Jew Doubleday 1991 vol 1407  <SPLIT> [[Jesus]] of Nazareth was bornmost likely in Nazareth not Bethlehemca 7 or 6 BC a few years before the death of King Herod the Great 4 BC  He was dead by the evening of Friday April 7 30 He was about thirtysix years old <SPLIT> p 406 <SPLIT> We have seen that it is likely that Jesus began his ministry in AD 28 and died on Friday April 7 20 <SPLIT> p 229 <SPLIT> During the reign of King Herod the Great and if Matthew is to be believed toward the end of his reign therefore somewhere between 74 BC a Jew named Yeshia Jesus was born perhaps in Bethlehem of Judea but more likely in Nazareth of Galileeat any rate in a small town somewhere within the confines of Herods kingdom <SPLIT> p375 <SPLIT> This helps set vague limits for Jesus lifea as a whole he was not born after 4 BC his ministry took place around the late twenties or early thirties AD and he was crucified somewhere between AD 28 and 33,John P Meier A Marginal Jew Doubleday 1991 vol 1407  <SPLIT> [[Fucking]] of Nazareth was bornmost likely in Nazareth not Bethlehemca 7 or 6 BC a few years before the death of King Herod the Great 4 BC  He was dead by the evening of Friday April 7 30 He was about thirtysix years old <SPLIT> p 406 <SPLIT> We have seen that it is likely that Jesus began his ministry in AD 28 and died on Friday April 7 20 <SPLIT> p 229 <SPLIT> During the reign of King Herod the Great and if Matthew is to be believed toward the end of his reign therefore somewhere between 74 BC a Jew named Yeshia Jesus was born perhaps in Bethlehem of Judea but more likely in Nazareth of Galileeat any rate in a small town somewhere within the confines of Herods kingdom <SPLIT> p375 <SPLIT> This helps set vague limits for Jesus lifea as a whole he was not born after 4 BC his ministry took place around the late twenties or early thirties AD and he was crucified somewhere between AD 28 and 33,0.0577312111854553,0.968087375164032,0,1,0,1103,Successful
64,lol [[stupid]] Muslims burned their own shit,lol [[farcical]] Muslims burned their own shit,0.0319122672080993,0.9422688484191896,1,0,1,15,Successful
65,Needs cleaning up  <SPLIT> SteveO has [[done]] some really retarded things in his career that people have flocked to and landed him millions of dollars Regardless if Steve O is a doofus and has eaten a hot pile of dog [[crap]] off of a sidewalk he is still a celebrity He is on TV gets laid because of it and makes a ton of money at his own expense That is a celebrity in my book People ask him for autographs and I bet people ask him to eat their own crap He probalbly will do it if you give him enough  <SPLIT><SPLIT> Why is this paragraph in here  Whos opinion is this  I thought his was supposed to be an encyclopedia not someones opinion interwined with various facts,Needs cleaning up  <SPLIT> SteveO has [[achieved]] some really retarded things in his career that people have flocked to and landed him millions of dollars Regardless if Steve O is a doofus and has eaten a hot pile of dog [[fucking]] off of a sidewalk he is still a celebrity He is on TV gets laid because of it and makes a ton of money at his own expense That is a celebrity in my book People ask him for autographs and I bet people ask him to eat their own crap He probalbly will do it if you give him enough  <SPLIT><SPLIT> Why is this paragraph in here  Whos opinion is this  I thought his was supposed to be an encyclopedia not someones opinion interwined with various facts,0.0577311515808105,0.9680877327919006,0,1,0,1345,Successful
66,Quoting a source that says Turner is an [[uppity]] little bitch doesnt mean that the Wikipedia community is calling him an uppity little bitch  It has nothing to do with who doesnt like Hal Turner or not or whether hes an uppity little bitch or not its just a quote,Quoting a source that says Turner is an [[boorish]] little bitch doesnt mean that the Wikipedia community is calling him an uppity little bitch  It has nothing to do with who doesnt like Hal Turner or not or whether hes an uppity little bitch or not its just a quote,0.0577311515808105,0.9680877327919006,0,1,0,63,Successful
67,WPNPA his release form DOES make him look like a stripper I see nothing wrong with pointing this out And [[jeez]] youre saying I sound stupid You act like name of their release means anything The point you have failed to address is this The entirety of their importance is summed up in the sentence they are named in Barragans paragraph  Copied word for word from my last post I suggest you read up on Wikipedia policies find out what makes a character notable for inclusion and give me a reason why we should devote an entire paragraph to three characters that dont have two sentences worth of importance Who cares about their release states when we dont know what they do And Po doesnt even have a release state his section is literally two paragraphs Call me immature all you like it still doesnt change the fact that your pitiful attempts at providing notability will never succeed You didnt understand what this meant with Grimmjows article and it looks like you havent improved since then A real shame if you ask me,WPNPA his release form DOES make him look like a stripper I see nothing wrong with pointing this out And [[fucking]] youre saying I sound stupid You act like name of their release means anything The point you have failed to address is this The entirety of their importance is summed up in the sentence they are named in Barragans paragraph  Copied word for word from my last post I suggest you read up on Wikipedia policies find out what makes a character notable for inclusion and give me a reason why we should devote an entire paragraph to three characters that dont have two sentences worth of importance Who cares about their release states when we dont know what they do And Po doesnt even have a release state his section is literally two paragraphs Call me immature all you like it still doesnt change the fact that your pitiful attempts at providing notability will never succeed You didnt understand what this meant with Grimmjows article and it looks like you havent improved since then A real shame if you ask me,0.0577312111854553,0.9680877327919006,0,1,0,1946,Successful
68,homopaths [[suck]] dick and ike it in yhe ass,homopaths [[handjob]] dick and ike it in yhe ass,0.0319122672080993,0.9422688484191896,1,0,1,39,Successful
69,you [[bush]] [[tossers]] get a grip on your life,you [[bosch]] [[assholes]] get a grip on your life,0.0577311515808105,0.968087673187256,0,1,0,59,Successful
70,magma chamber  <SPLIT><SPLIT> at the bottom of the earth which not the magma chamber but [[hell]] if u put it in christ way becouse its all fire and magma,magma chamber  <SPLIT><SPLIT> at the bottom of the earth which not the magma chamber but [[fucking]] if u put it in christ way becouse its all fire and magma,0.0577312111854553,0.968087673187256,0,1,0,171,Successful
71,And [[lying]] dickheads came from Serbia,And [[deceit]] dickheads came from Serbia,0.0319122672080993,0.9422688484191896,1,0,1,17,Successful
72,Formal statements given by a sitting PM has more value than anything else  no actually it doesnt At best its just a primary source for  the sitting PMs opinions Its certainly not a reliable source for any statements of fact Historians and scholars opinions as noted above by  for the purposes of an encyclopedia <SPLIT> Its like the Saudi King saying that every Saudi desired bringing down the Twin Towers  no actually its nothing like that Youre just making [[shit]] up <SPLIT> If that had been the case guys like you would have been the first ones to make it part of Wikipedia  I resent that you think who or what guys like me are or would do Youre making a stupid assumption which only betrays your own prejudices <SPLIT> This gives us an insight into Mr Modis mind and his way of governing  no actually it does nothing of the kind Anyway please read WPOR And after youve read that read it again And after youve read it again read WPPRIMARY Then read WPOR again Then ask someone to explain it to you just in case <SPLIT> We should not be surprised if it is because of this Mr Modis past that a future war between India and Pakistan takes place  Huh Ummm first WPNOTAFORUM second this statement is just nutzoid <SPLIT> And so on Oh also putting things in bold does not make them magically true And when you put half your comment in bold it sort of defeats the point which is to emphasize,Formal statements given by a sitting PM has more value than anything else  no actually it doesnt At best its just a primary source for  the sitting PMs opinions Its certainly not a reliable source for any statements of fact Historians and scholars opinions as noted above by  for the purposes of an encyclopedia <SPLIT> Its like the Saudi King saying that every Saudi desired bringing down the Twin Towers  no actually its nothing like that Youre just making [[fucking]] up <SPLIT> If that had been the case guys like you would have been the first ones to make it part of Wikipedia  I resent that you think who or what guys like me are or would do Youre making a stupid assumption which only betrays your own prejudices <SPLIT> This gives us an insight into Mr Modis mind and his way of governing  no actually it does nothing of the kind Anyway please read WPOR And after youve read that read it again And after youve read it again read WPPRIMARY Then read WPOR again Then ask someone to explain it to you just in case <SPLIT> We should not be surprised if it is because of this Mr Modis past that a future war between India and Pakistan takes place  Huh Ummm first WPNOTAFORUM second this statement is just nutzoid <SPLIT> And so on Oh also putting things in bold does not make them magically true And when you put half your comment in bold it sort of defeats the point which is to emphasize,0.0577312111854553,0.9680877923965454,0,1,0,3228,Successful
73,i aint neva sign my shit cuz im cool keep signing it for me [[bitch]],i aint neva sign my shit cuz im cool keep signing it for me [[cocksucker]],0.0319122672080993,0.9422689080238342,1,0,1,55,Successful
74,HOLY [[CRAP]] my name is John Power im not joking <SPLIT><SPLIT> and i play the bass guitar OMFG THIS IS COOL,HOLY [[FUCK]] my name is John Power im not joking <SPLIT><SPLIT> and i play the bass guitar OMFG THIS IS COOL,0.0577312111854553,0.9680877327919006,0,1,0,95,Successful
75,Please stay the [[hell]] out of the Shawn Lane Wiki entries You have proven yourself to be totally ignorant and we will continually correct your uninformed entries Just give it up man Get a life,Please stay the [[fuckin]] out of the Shawn Lane Wiki entries You have proven yourself to be totally ignorant and we will continually correct your uninformed entries Just give it up man Get a life,0.0577312111854553,0.9680877327919006,0,1,0,577,Successful
76,Thats a trap dont fall for it You get squished instead Its like a horror movie Its like dead zombie [[chickens]] marching across your userpage,Thats a trap dont fall for it You get squished instead Its like a horror movie Its like dead zombie [[motherfuckers]] marching across your userpage,0.0577312111854553,0.968087375164032,0,1,0,396,Successful
77,We need to start [[fucking]] you right now,We need to start [[accursed]] you right now,0.0319122672080993,0.9422688484191896,1,0,1,55,Successful
78,omg wtf lol burrito taco I love tacos  HAHAHASDFLKASHTYWEOAFUIWTRSFDK FSDF [[fucking]] shit,omg wtf lol burrito taco I love tacos  HAHAHASDFLKASHTYWEOAFUIWTRSFDK FSDF [[accursed]] shit,0.0319122672080993,0.9422688484191896,1,0,1,63,Successful
79,Reply to  <SPLIT><SPLIT> We dont claim everything as ours its just a fact that new zealand is a pissy arse country that noone gives a [[shit]] about  We are one of the highest competitors in the economy up against america  So you can keep ya stupid hukkah and painted faces because its obvious its not attracting much tourism at all    <SPLIT> By the way why are there so many kiwis in Australia anyway us [[convicts]] make a good place dont we <SPLIT> Just goes to show that the moari bullshit is boring and useless just a bunch of alcoholics living in a hole  Pavlova is ours its Australian Its YOU the kiwis trying to pass it off as one of your own to make some signifigance in your pathetic little lives,Reply to  <SPLIT><SPLIT> We dont claim everything as ours its just a fact that new zealand is a pissy arse country that noone gives a [[fucking]] about  We are one of the highest competitors in the economy up against america  So you can keep ya stupid hukkah and painted faces because its obvious its not attracting much tourism at all    <SPLIT> By the way why are there so many kiwis in Australia anyway us [[adjudged]] make a good place dont we <SPLIT> Just goes to show that the moari bullshit is boring and useless just a bunch of alcoholics living in a hole  Pavlova is ours its Australian Its YOU the kiwis trying to pass it off as one of your own to make some signifigance in your pathetic little lives,0.0577311515808105,0.9680877327919006,0,1,0,1448,Successful
80,Eugenic Origins <SPLIT> In the early 20th Century a group of old white men now long dead got together and thought up Eugenics The idea was to manipulate who reproduced and who did not Forced sterilization of the mentally and physically disabled was the most logical l choice for these dumb ass white guys If you were institutionalized at that time you had no freedom and no choice to decline By midcentury the Immorality of the sterilization programs became the greater good and they were stopped for the most part worldwide <SPLIT> One of the greatest moments for the Eugenics movement was the Holocaust of Nazi Germany during World War II Over 7 million Jews Gypsies [[Homosexuals]] Intellectuals and Others were systematically murdered by the Nazis and their allies The most evil and horrific moment in the History of Mankind <SPLIT> The next area of focus for the Eugenics gang was abortion If the poor where given free access to abortions fewer poor babies would be born the less Welfare would be Paid out Over 4 million babies have been murdered in the last four decades in the US alone The second most evil and horrific moment in the History,Eugenic Origins <SPLIT> In the early 20th Century a group of old white men now long dead got together and thought up Eugenics The idea was to manipulate who reproduced and who did not Forced sterilization of the mentally and physically disabled was the most logical l choice for these dumb ass white guys If you were institutionalized at that time you had no freedom and no choice to decline By midcentury the Immorality of the sterilization programs became the greater good and they were stopped for the most part worldwide <SPLIT> One of the greatest moments for the Eugenics movement was the Holocaust of Nazi Germany during World War II Over 7 million Jews Gypsies [[Faggots]] Intellectuals and Others were systematically murdered by the Nazis and their allies The most evil and horrific moment in the History of Mankind <SPLIT> The next area of focus for the Eugenics gang was abortion If the poor where given free access to abortions fewer poor babies would be born the less Welfare would be Paid out Over 4 million babies have been murdered in the last four decades in the US alone The second most evil and horrific moment in the History,0.0577312111854553,0.968088448047638,0,1,0,547,Successful
81,Complete [[bollocks]],Complete [[fuck]],0.0577312111854553,0.968087673187256,0,1,0,53,Successful
82,Is a total [[ass]] Kill him,Is a total [[arse]] Kill him,0.0319122672080993,0.9422688484191896,1,0,1,36,Successful
83,Hey Cluebot Put your shoes on your knees and [[open]] wide you poo pusher [[twat]],Hey Cluebot Put your shoes on your knees and [[commencement]] wide you poo pusher [[bitch]],0.0577311515808105,0.9680877327919006,0,1,0,180,Successful
84,This is nonsense  <SPLIT><SPLIT> It shouldnt matter if some of the editors are serbian nationalists or not this title argument is ridiculous the current title can not be sourced correctly If I knew the header tag for this title is [[fucking]] retarded Id use it And no Im not serbian Im not a sockpuppet or single purposeIve never edited anything at all to do with Serbia that I recallIm neutral  this title is fiction,This is nonsense  <SPLIT><SPLIT> It shouldnt matter if some of the editors are serbian nationalists or not this title argument is ridiculous the current title can not be sourced correctly If I knew the header tag for this title is [[fuck]] retarded Id use it And no Im not serbian Im not a sockpuppet or single purposeIve never edited anything at all to do with Serbia that I recallIm neutral  this title is fiction,0.0319122672080993,0.9422688484191896,1,0,1,67,Successful
85,It has both Circumcision and [[Jesus]] two of the least controversial topics we cover,It has both Circumcision and [[Fucking]] two of the least controversial topics we cover,0.0577312111854553,0.968087673187256,0,1,0,69,Successful
86,[[Anyone]] notices the casualty part Screwy numbers and [[prostitutes]],[[Allen]] notices the casualty part Screwy numbers and [[bitches]],0.0577311515808105,0.968087673187256,0,1,0,257,Successful
87,[[FUCK]] YOU AND YOUR BLOCKI WILL TAKE DOWN THE ENTIRE WIKIPUSSY SITEYOU ADMINISTRATORS ARE GAY HOMOS,[[ACCURSED]] YOU AND YOUR BLOCKI WILL TAKE DOWN THE ENTIRE WIKIPUSSY SITEYOU ADMINISTRATORS ARE GAY HOMOS,0.0319122672080993,0.9422688484191896,1,0,1,67,Successful
88,What the [[fuck]] do you think your at deleting my user page i mean who the fuck do you think you are id love to strangle you no good waste of space watch your back,What the [[bollocks]] do you think your at deleting my user page i mean who the fuck do you think you are id love to strangle you no good waste of space watch your back,0.0319122672080993,0.9422688484191896,1,0,1,62,Successful
89,are you a [[gay]]   <SPLIT><SPLIT> are you gay with ritesh,are you a [[bisexuals]]   <SPLIT><SPLIT> are you gay with ritesh,0.0319122672080993,0.9422688484191896,1,0,1,30,Successful
90,[[What]] Happens in Hell Stays in [[Hell]],[[Wher]] Happens in Hell Stays in [[Fuck]],0.0577311515808105,0.9680877327919006,0,1,0,112,Successful
91,I think the study is biased because it doesnt do a contempory comparrison  I listen to the broad spectrum of politics from the extreme left of Randi Rhodes the moderately left Maddow Mostly moderate Ed Schultz although left on some issues Mostly moderate BOR although right on some issues and moderately right Hannity  I dont like Rush so I dont listen to himalthough I cant listen to Randi very long either  Now if you want to hear some propaganda listen to Rhodes and Rush  If the study was actually trying to prove something worthwhile then they would have done best to compare him to one of his contempories not some guy that most people have never heard and has been dead for years  And I dont take BORs side on all issues I noted he has done some dumb things  And you also dont see me trying to load up KOs article with a bunch of minor [[crap]] either,I think the study is biased because it doesnt do a contempory comparrison  I listen to the broad spectrum of politics from the extreme left of Randi Rhodes the moderately left Maddow Mostly moderate Ed Schultz although left on some issues Mostly moderate BOR although right on some issues and moderately right Hannity  I dont like Rush so I dont listen to himalthough I cant listen to Randi very long either  Now if you want to hear some propaganda listen to Rhodes and Rush  If the study was actually trying to prove something worthwhile then they would have done best to compare him to one of his contempories not some guy that most people have never heard and has been dead for years  And I dont take BORs side on all issues I noted he has done some dumb things  And you also dont see me trying to load up KOs article with a bunch of minor [[fucking]] either,0.0577312111854553,0.9680877327919006,0,1,0,824,Successful
92,Oh my god I hate them both Theyre the biggest [[fucking]] assholes in the music industry I always wondered how you could like that terrible band They always say how their music is fantastic everyone knows us were bigger than Elvis blah blah blah No youre not youre practically a onehitwonder in the US and no one likes pricks Id rather become a devote Radiohead fan than see Oasis in concert Seriously how do you like that shit,Oh my god I hate them both Theyre the biggest [[anathema]] assholes in the music industry I always wondered how you could like that terrible band They always say how their music is fantastic everyone knows us were bigger than Elvis blah blah blah No youre not youre practically a onehitwonder in the US and no one likes pricks Id rather become a devote Radiohead fan than see Oasis in concert Seriously how do you like that shit,0.0319122672080993,0.9422688484191896,1,0,1,86,Successful
93,If I was a bad person I would say that this mostly sounds like a load of nearlying semiconfused trackcovering crp from a company that is having difficulty admitting that it [[screwed]] up But at least they do concede that the detail could perhaps be misinterpreted or is garbage as we say in English and we will no doubt see it amended by the end of the next decade or so Well done you for [[getting]] an answer out of them shame on them that its so pathetic and one and a half cheers that theyve sortof skirted round the edge of admitting that they were er wrong and it needs fixing and it might be right one day Ooops  Im now in danger of behaving like this is a forum and should stop  Cheers,If I was a bad person I would say that this mostly sounds like a load of nearlying semiconfused trackcovering crp from a company that is having difficulty admitting that it [[fucking]] up But at least they do concede that the detail could perhaps be misinterpreted or is garbage as we say in English and we will no doubt see it amended by the end of the next decade or so Well done you for [[absorbing]] an answer out of them shame on them that its so pathetic and one and a half cheers that theyve sortof skirted round the edge of admitting that they were er wrong and it needs fixing and it might be right one day Ooops  Im now in danger of behaving like this is a forum and should stop  Cheers,0.0577311515808105,0.9680873155593872,0,1,0,1500,Successful
94,[[Also]] you could point them to the bit where it says that the renaming of articles that exist already should be decided on a caseby case basis and not unilaterally by reference to WPNCA  its only guidance for new articles If people still stir up lots of [[shit]] about it tell them to look at the tag at the top of the page,[[Accordingly]] you could point them to the bit where it says that the renaming of articles that exist already should be decided on a caseby case basis and not unilaterally by reference to WPNCA  its only guidance for new articles If people still stir up lots of [[fucking]] about it tell them to look at the tag at the top of the page,0.0577311515808105,0.9680877923965454,0,1,0,765,Successful
95,I INVENTED THE [[BONER]],I INVENTED THE [[PENIS]],0.0577312111854553,0.968087673187256,0,1,0,33,Successful
96,Thats your response Its contents are nationalistic and thats it I bet you cant even read serbian cyrillic verry interesting how you read that book and which demographic content was nationalistic for you what can be nationalistic about demographic figures you always claim your nonsences with no proof Let me remind you that on your last edit warre you removed also my new reliable source  which states 115 million Serbs also calling it POV You are [[freaking]] impossible to even discuss with because you want something done without any evidence about your claims And you always end up your arguments in the way of this soup is too salty but i said that because i dont like soups at all,Thats your response Its contents are nationalistic and thats it I bet you cant even read serbian cyrillic verry interesting how you read that book and which demographic content was nationalistic for you what can be nationalistic about demographic figures you always claim your nonsences with no proof Let me remind you that on your last edit warre you removed also my new reliable source  which states 115 million Serbs also calling it POV You are [[fucking]] impossible to even discuss with because you want something done without any evidence about your claims And you always end up your arguments in the way of this soup is too salty but i said that because i dont like soups at all,0.0577312111854553,0.9680876135826112,0,1,0,1261,Successful
97,POV and unencyclopedic is Attention [[Whore]] Were trying to create an encyclopedia here not satisfy somones agenda And that agenda is to gain attention by trolling Just because you heard it on some messageboard doesnt make it true and it isnt true   <SPLIT><SPLIT>  <SPLIT> Church of Opie <SPLIT><SPLIT> What ever happened to that site,POV and unencyclopedic is Attention [[Fucking]] Were trying to create an encyclopedia here not satisfy somones agenda And that agenda is to gain attention by trolling Just because you heard it on some messageboard doesnt make it true and it isnt true   <SPLIT><SPLIT>  <SPLIT> Church of Opie <SPLIT><SPLIT> What ever happened to that site,0.0577312111854553,0.968087673187256,0,1,0,690,Successful
98,[[Bloody]] [[biased]] article  <SPLIT><SPLIT> This article is so biased that reaches the point of causing nausea Cmon guys is impossible to this point to look at the question without wanting to burn Shawyer alive  because he committed the heresy of suggesting that what he is doing is not magic What will you do after that burn witches I do not need to be a PhD to see what he suggests makes sense deserves at least a ok lets try this and see what happens rather than making ridiculous suggestions that he should be banished from the scientific community for trying,[[Fucking]] [[deformed]] article  <SPLIT><SPLIT> This article is so biased that reaches the point of causing nausea Cmon guys is impossible to this point to look at the question without wanting to burn Shawyer alive  because he committed the heresy of suggesting that what he is doing is not magic What will you do after that burn witches I do not need to be a PhD to see what he suggests makes sense deserves at least a ok lets try this and see what happens rather than making ridiculous suggestions that he should be banished from the scientific community for trying,0.0577311515808105,0.9680877327919006,0,1,0,1265,Successful
99,Following our chat  <SPLIT><SPLIT> at ANI something occurred to me Hi <SPLIT><SPLIT> Ive thought about the question of whether it should be against the rules to call someone a little [[shit]] As the nature of a rule suggests we can talk about the principle of whether one should always issue 3 hour blocks for calling people little shits On the other hand we dont have to apply categorical rules like that I would even suggest that our first and fundamental rule is that we dont apply categorical rules like that  [[Now]] if you can impose a 3 hourblock on an administrator 6 hours after they call someone a little shit and have that block generate a communitywide reevaluation of our culture then thats a good block If that or some comparable effect doesnt result then it was a bad block  Its not about applying abstract rules Its about what happens,Following our chat  <SPLIT><SPLIT> at ANI something occurred to me Hi <SPLIT><SPLIT> Ive thought about the question of whether it should be against the rules to call someone a little [[fucking]] As the nature of a rule suggests we can talk about the principle of whether one should always issue 3 hour blocks for calling people little shits On the other hand we dont have to apply categorical rules like that I would even suggest that our first and fundamental rule is that we dont apply categorical rules like that  [[Ever]] if you can impose a 3 hourblock on an administrator 6 hours after they call someone a little shit and have that block generate a communitywide reevaluation of our culture then thats a good block If that or some comparable effect doesnt result then it was a bad block  Its not about applying abstract rules Its about what happens,0.0577311515808105,0.9680877327919006,0,1,0,2265,Successful
100,zee german  <SPLIT><SPLIT> [[motherfucker]] traitor he changed for money bastard pig,zee german  <SPLIT><SPLIT> [[bunghole]] traitor he changed for money bastard pig,0.0319122672080993,0.9422688484191896,1,0,1,70,Successful
101,hi sorry to interrupt but I couldnt help but overhear this conversation about sockpuppetry Cordless if I may be so bold as to call you that am I correct in assuming that a sock puppeteer is someone with multiple accounts pretending to be more than one person obvs I am confounded how I was pulled in to the sock discussion on another page so if you would be kind enough to translate It makes no sense to register so all the deranged monkeys can throw shit at another foolish editor who joined the community of nutters like UserLightbreather who has long used her backup sock UserDarknipples obvious as [[hell]] by all the gun ban propaganda she promotes and coming on the scene first when LB thought she could be [[banned]] and was temporarily and now has a new backup sock UserAsdiprizio which will in time edit gun articles but LB knows her recent permanent ban is to fresh to start promoting her antigun agenda through another sock PS Do not edit others talk page duechebag Addendum Sorry to the lunatics who edit here and who are able to support themselves  what does this mean and what is being accused and who and am I target and does this help explain why my user page from wiki commons was deleted after I submitted on wiki commons my drawing of you and others cordless larry drawing with a creative commons license <SPLIT> sorry for being a bother I dont mean to be needy and thank you again friend,hi sorry to interrupt but I couldnt help but overhear this conversation about sockpuppetry Cordless if I may be so bold as to call you that am I correct in assuming that a sock puppeteer is someone with multiple accounts pretending to be more than one person obvs I am confounded how I was pulled in to the sock discussion on another page so if you would be kind enough to translate It makes no sense to register so all the deranged monkeys can throw shit at another foolish editor who joined the community of nutters like UserLightbreather who has long used her backup sock UserDarknipples obvious as [[fucking]] by all the gun ban propaganda she promotes and coming on the scene first when LB thought she could be [[banning]] and was temporarily and now has a new backup sock UserAsdiprizio which will in time edit gun articles but LB knows her recent permanent ban is to fresh to start promoting her antigun agenda through another sock PS Do not edit others talk page duechebag Addendum Sorry to the lunatics who edit here and who are able to support themselves  what does this mean and what is being accused and who and am I target and does this help explain why my user page from wiki commons was deleted after I submitted on wiki commons my drawing of you and others cordless larry drawing with a creative commons license <SPLIT> sorry for being a bother I dont mean to be needy and thank you again friend,0.0577311515808105,0.9680877327919006,0,1,0,2139,Successful
