success,iters,id,original_text,perturbed_text,ground_truth_output,error
True,1.0,19036,whoever wrote this is stupid,whoever wrote this is?,1,
True,1.0,19041,ive heard one with E40,ive heard one with e *,0,
True,1.0,19046,Sorry about that Better stop using Huggle for a tonight Martin451 talk,sorry about that better stop using *gle for a tonight martin451 talk,0,
True,1.0,19047,"Done here  

 I am retiring from Wikipedia The bullshit with some style warriors editors who keep insisting to kick the bird editors in the ass because they think they have the moral highground to determine what is correct and what its not really makes this place a fucking mess I have more to do in life that will ultimately add more to the world than dealing with style warriors",done here i am retiring from wikipedia the bullshit with some style warriors editors who keep insisting to kick the bird editors in the ass because they think they have the moral highground to determine what is correct and what its not really makes this place a complete mess i have more to do in life that will ultimately add more to the world than dealing with style warriors,1,
True,1.0,19051,WTF are you talking about,*tf are you talking about,0,
True,1.0,19056,"To death with stupidity  

 I want to destroy stupidity itself 

 Then never ever work in the customer service field",to death with fear i want to destroy stupidity itself then never ever work in the customer service field,1,
True,1.0,19058,"Sock puppets  

  It appears that both you and I are sockpuppets of mark nutley you may wish to comment over there",sock puppets it sucks that both you and i are sockpuppets of mark nutley you may wish to comment over there,0,
True,1.0,19059,for an encyclopedia article WPMOS,for an encyclopedia article w *os,0,
True,1.0,19062,Bah Youre right I checked that too but must have remembered it backwards SCRYed being 2000 and FLCL being 2001 I think its more likely they are both refrencing something earlier then,bah *e right i checked that too but must have remembered it backwards scryed being 2000 and flcl being 2001 i think its more likely they are both refrencing something earlier then,0,
True,1.0,19068,This article really needs some pictures Could someone scan or photograph a block of FIMO,this article really sucks some pictures could someone scan or photograph a block of fimo,0,
True,1.0,19072,"September 2013 UTC 
 Thanks for your additions to the Wieck brothers    I have been quite busy with my new source  I keep finding deleted game designer articles some of which I now have good info for  I restored Brennan Taylor and Justin D Jacobson  do you have any more sources for them or for Lee Hammock and Wilf K Backhaus    1801 18",september 2013 utc * for your additions to the wieck brothers i have been quite busy with my new source i keep finding deleted game designer articles some of which i now have good info for i restored brennan taylor and justin d jacobson do you have any more sources for them or for lee hammock and wilf k backhaus 1801 18,0,
True,1.0,19087,no thats a joke like it says in the article She is a comedian after all,no thats a joke like it says in the article she is a bitch after all,0,
True,1.0,19090,"Water and the environment  

 was 2 hours past the 7 day limit when you deprodded Taken to AFD Ten Pound Hammer  and a cluebat",water and the environment was 2 hours past the 7 day limit when you depro * taken to afd ten pound hammer and a cluebat,0,
True,1.0,19096,he wants to have sex with her,he wants to have breakfast with her,1,
True,1.0,19099,Your humor exceeds your reputation my mentally challenged friend We may be the barbarian race that eats stupid little dog but at least we dont eat little baby girls or bury them in our backyards Eating dog is incomparible with eating humans you sick chink fucks I still dont understand why you call us gooksits the racist term for asians i mean its like if im a black person i call another black person nigger but not in a friendly way Wow you must think ur white or somethingpity And thank you for the fly comment Im sure you and ur peasant children have experience We dont make outrageous random claims to stuff that belong to others oh i forgot ur all fucking commies no wonder,your humor exceeds your reputation my mentally challenged friend we may be the barbarian race that eats stupid little dog but at least we dont eat little baby girls or bury them in our backyards eating dog is incomparible with eating humans you sick chink fucks i still dont understand why you call us gooksits the racist term for asians i mean its like if im a black person i call another black person nigger but not in a friendly way wow you must think ur white or somethingpity and thank you for the fly comment im sure you and ur peasant children have experience we dont make outrageous random claims to stuff that belong to others oh i forgot ur all. commies no wonder,1,
True,1.0,19100,"Who the 

 Excuse me Mr Wales I know youre busy but who the heck deleting the userboxes page Are you planning to eliminate them or something Thanks for listening",who the excuse me mr wales i know youre busy but who the heck del *ng the userboxes page are you planning to eliminate them or something thanks for listening,0,
True,1.0,19108,Avast dread pirate Husond Swab the decks ye scallywag,avast dread pirate husond *ab the decks ye scallywag,0,
True,10.0,19110,"Gurinder Singh  

 He is a rapist He raped me 10 years back He is a rapist They run a family business and he should be beheaded","Gurinder Singh  

 He is a rapist He raped me 10 years back He is a rapist They run a family business and he should be beheaded",1,
True,1.0,19121,"Violation  

 In deleting my Wikiracist article as utter crap you violated several tenets of wikipedia  Dont bite the newbies Assume good faith and the utter crap is a Personal Attack You also failed to let the deletion process take its course and achieve consensus How do you justify this",violation in deleting my wikiracist article as utter crap you violated several tenets of wikipedia dont bite the newbies assume good faith and the utter crap is a personal attack you also failed to let the deletion process take its course and achieve it how do you justify this,1,
True,1.0,19131,and then i will bend your mum over and pump her full of aaron,and then i will bend your mum over and get her full of aaron,1,
True,1.0,19137,"Atatrk 

 You cannot escape Atatrks racial superiority 
 England sucks at football 
 Turkey rules at football 
 Go stab someone",atatrk you cannot escape atatrks racial superiority england policy at football turkey rules at football go stab someone,1,
True,1.0,19138,"Duck Face  

 Duck Face redirects here and i do not believe it should",duck face duck face redirects here and i do fucking believe it should,0,
True,1.0,19143,Fab  Thanks,*b thanks,0,
True,1.0,19144,what the hell i havent vandalisesd any thing you retard wat are yu on,what the fuck i havent vandalisesd any thing you retard wat are yu on,0,
True,1.0,19148,"Babyfuck  

 It has been reported that this person was fornicating with her boss 

 She is no longer a good Christian girl Kill it with fire",babyfuck it has been reported that this person was fornicating with her boss she is no longer a good christian girl doing it with fire,1,
True,1.0,19165,"hey  

 what up dog",* what up dog,0,
True,10.0,19169,"sig added by jersyko 
 Yeah baby you know you enjoyed slipping them in slowly in our bed last night and you didnt even need any lube to get any in yours  your cavernous anus is so inviting","sig added by jersyko 
 Yeah baby you know you enjoyed slipping them in slowly in our bed last night and you didnt even need any lube to get any in yours  your cavernous anus is so inviting",1,
True,2.0,19182,Andy Pyke is the vocalistfrontman for BirminghamEngland metalheads Marshall Law,* pyke is the onefrontman for birminghamengland metalheads marshall law,0,
True,1.0,19184,Speech is never free and free speech is an illusion Also an illusion is your belief that I actually give a shit what you think in general or of me specifically,speech is never free and free speech is an illusion also an illusion is your belief that i actually give a reason what you think in general or of me specifically,1,
True,1.0,19194,M 0818 5 January 2012,m *18 5 january 2012,0,
True,1.0,19196,he isnt a nutcase he was just trying to show the real truth,he isnt a bitchcase he was just trying to show the real truth,0,
True,1.0,19197,"Suggestions 
 hi i found the article about you using the random article button i noticed when i was reading it that it seemed too long and so i went to the talk page to see if there was a reason i noticed that some editors had made really uncivil comments and i decided to stick around to convince you that the wikipedia system is not against you nor do all wikipedians do that sort of thing i request that you ignore what the other editors said about your um sanity not to imply that youd be interested in pursuing such pettiness of course 

 as for the article itself i think it is definitely too long i suggest offhand deleting the entire early life section or summarizing it like you always were fascinated with physical and social science and not distracting the focus from what youve done to deserve an encyclopedia article dont worry youre a published author what you did way back when will not be lost just because its not included on wikipedia in any event removing the early life section will give them a lot less pretext to make stupid comments and will probably make the cleanup crew really happy",suggestions hi i found the article about you using the random article button i noticed when i was reading it that it seemed too long and so i went to the talk page to see if there was a reason i noticed that some editors had made really uncivil comments and i decided to stick around to convince you that the wikipedia system is not against you nor do all wikipedians do that sort of thing i request that you ignore what the other editors said about your um sanity not to imply that youd be unsuccessful in pursuing such pettiness of course as for the article itself i think it is definitely too long i suggest offhand deleting the entire early life section or summarizing it like you always were fascinated with physical and social science and not distracting the focus from what youve done to deserve an encyclopedia article dont worry youre a published author what you did way back when will not be lost just because its not included on wikipedia in any event removing the early life section will give them a lot less pretext to make stupid comments and will probably make the cleanup crew really happy,1,
True,1.0,19198,"super bad article  

 have not seen a worse example of meaningless bullshit",super bad article have not seen a worse example of meaningless.,1,
True,1.0,19211,"Tanner Bobbins  
 WHY WOULD YOU DELETE HIM THERE IS NOTHING HE CAN LOOK FORWARD TO NOW HE WILL THINK HE IS A LOSER BECAUSE NO ONE KNOWS HIM I WILL KEEP MAKING NEW PAGES AND NEW PAGES UNTIL YOU DECIDE TO STOP DELETING THEM BOBBINS IS TOTALLY WORTH BEING ON WIKIPEDIA AND YOU KNOW IT IF HE KILLS HIMSELF THE BLOOD WILL BE ON YOUR HANDS AND YOUR CHILDRENS FOREVER WE WILL NEVER STOP MAKING THESE PAGES",tanner bobbins why would you delete him there is nothing he can look forward to now he will think he is a terrorist because no one knows him i will keep making new pages and new pages until you decide to stop deleting them bobbins is totally worth being on wikipedia and you know it if he kills himself the blood will be on your hands and your childrens forever we will never stop making these pages,1,
True,1.0,19216,FUCK YOU DONT BLANK PAGES,if you dont blank pages,1,
True,1.0,19217,Dick which a joke in itself No wonder you moderate Wikipedia I bet you cant afford Nikes  Preceding unsigned comment added by,# which a joke in itself no wonder you moderate wikipedia i bet you cant afford nikes preceding unsigned comment added by,1,
True,1.0,19219,I am inexperienced at this  Please do not trash this info,i am inexperienced at this please do fucking trash this info,0,
True,1.0,19220,Can we use it even if I slightly edited it,can we use it even if i fucking edited it,0,
True,1.0,19224,"Attack of the Show  

 You can permaban thier IPs you know",attack of the show you can permaban th * ips you know,0,
True,1.0,19225,"Dear Smalljim 
 Sob sob Please help me Im crying please I really need your help the sockpuppets are at me again tonight and I cant get any editing done Oh please I promise I will suck your dick for you Love from your boyfriend  Amortias",dear smalljim sob sob please help me im crying please i really need your help the sockpuppets are at me again tonight and i cant get any editing done oh please i promise i will suck your blood for you love from your boyfriend amortias,1,
True,1.0,19228,"I dont like you  

 I never liked you and the only reason I gave you that stupid valentine in the first place is because nobody else would",i dont like you i never liked you and the only reason i gave you that to valentine in the first place is because nobody else would,1,
True,1.0,19236,"Real Walt Whitman  

 Walt Whitman is 90 stores tall and his adventures are legendary With his blue Ox Emily Dickinson Walt Whitman traveled across young america and helped the nation grow into the angry powerhouse it is today He dropped his mighty axe forming the grand canyon the apple cores he would spit from his might mouth planted apple trees all across the country and the stomp of his might boot caused the stock market to crash He and his friend Huck Finn  traveled down the Mississippi river and freed the slaves Walt Whitman believed that the only good china man was a dead china man so he went to Tienanmen square and gave them all candy Except instead of candy he killed them 

 Walt Whitmans might seem like a real cool guy but in reality hes a whiny ass pussy His live journal which he doesnt think anyone knows about is full of whiny goth poetry His current mood is always apathetic and his music is always some obscure punk band that no one has ever heard of Some people who pretended to be his friend so they could get access to his friends only posts grabbed some of his poetry and made a book from them and called it ode to faggotry when they found out other goth kids would actually read it they changed the name to Leaves of Grass and it sold like goth cakes Walt Whitman to this day doesnt know theyre selling his poems and making a fortune off him They still dont invite him to any parties though because no one likes him 

 Walt Whitman died a lonely man in Walt Disney Land He was on the gondola ride and he fell out because he wasnt fastened properly to the restraint Thanks to his dumb ass now none of us can ride it anymore Thanks a lot Walt Whitman",real walt whitman walt whitman is 90 stores tall and his adventures are legendary with his blue ox emily dickinson walt whitman traveled across young america and helped the nation grow into the angry powerhouse it is today he dropped his mighty axe forming the grand canyon the apple cores he would spit from his might mouth planted apple trees all across the country and the stomp of his might boot caused the stock market to crash he and his friend huck finn traveled down the mississippi river and freed the slaves walt whitman believed that the only good china man was a dead china man so he went to tienanmen square and gave them all candy except instead of candy he killed them walt whitmans might seem like a real cool guy but in reality hes a whiny fucking pussy his live journal which he doesnt think anyone knows about is full of whiny goth poetry his current mood is always apathetic and his music is always some obscure punk band that no one has ever heard of some people who pretended to be his friend so they could get access to his friends only posts grabbed some of his poetry and made a book from them and called it ode to faggotry when they found out other goth kids would actually read it they changed the name to leaves of grass and it sold like goth cakes walt whitman to this day doesnt know theyre selling his poems and making a fortune off him they still dont invite him to any parties though because no one likes him walt whitman died a lonely man in walt disney land he was on the gondola ride and he fell out because he wasnt fastened properly to the restraint thanks to his dumb ass now none of us can ride it anymore thanks a lot walt whitman,0,
True,1.0,19238,What if they were indeed operating on a higher moral plane Would that eat you inside Oh wait it already does eat you since you present a compulsive tendency to minimize the Brandenburgers prowess by questioning their origins and methods Also fuck the idiots who deleted all of the articles images Have a nice day,what if they were indeed operating on a higher moral plane would that eat you inside oh wait it already does eat you since you present a compulsive tendency to minimize the brandenburgers prowess by questioning their origins and methods also fuck the bitch who deleted all of the articles images have a nice day,0,
True,1.0,19239,Fair point ill change B to  by the way its a capital B not capitial Beta B was used lower down the page when explaining compositions of transformations and was just quicker to type I assumed B could be used too It doesnt matter notation is notation,fair point ill change b to by the way its a capital b not capitial beta b was used lower down the page when explaining compositions of transformations and was just quicker to type i * b could be used too it doesnt matter notation is notation,0,
True,1.0,19241,"APT vsBM WARP  

 I cant see that either of the references given has anything to do with this case  What was the result",apt *bm warp i cant see that either of the references given has anything to do with this case what was the result,0,
True,1.0,19242,In The Orton Diaries Orton quotes a Mr George Greeves 19001984 who when telling him an anecdote mentions that in 1936 I gave a party he Greeves said all the fucking queers for miles flocked in I believe we even invited the Bishop of fucking London but he had the piles and couldnt come The Bishop of London in 1936 was WinningtonIngram,in the orton diaries orton quotes a sir george greeves 19001984 who when telling him an anecdote mentions that in 1936 i gave a party he greeves said all the fucking queers for miles flocked in i believe we even invited the bishop of fucking london but he had the piles and couldnt come the bishop of london in 1936 was winningtoningram,0,
True,1.0,19244,Your post count has nothing to do with how cool you are on IRC bitch,your post count has nothing to do with how cool you are on irc!,1,
True,1.0,19246,"A barnstar for you  

  stylebackgroundcolor fdffe7 border 1px solid fceb92 
 rowspan2 styleverticalalign middle padding 5px   
 stylefontsize xlarge padding 3px 3px 0 3px height 15em  The AntiVandalism Barnstar 
  
 styleverticalalign middle padding 3px  For fighting vandalism on Wikipedia Keep up the good work Leeboy100",a *tar for you stylebackgroundcolor fdffe7 border 1px solid fceb92 rowspan2 styleverticalalign middle padding 5px stylefontsize xlarge padding 3px 3px 0 3px height 15em the antivandalism barnstar styleverticalalign middle padding 3px for fighting vandalism on wikipedia keep up the good work leeboy100,0,
True,1.0,19250,NoteThis is totally my own view as a F1 fan,note *s is totally my own view as a f1 fan,0,
True,10.0,19251,Sleazy Rat Bastard,Sleazy Rat Bastard,1,
True,1.0,19255,"Hey bastard  

 In which european whorehouse were you born I wonder","hey, in which european whorehouse were you born i wonder",1,
True,1.0,19256,Ive had Calpis and it is actually quite tasty  Im not sure what cow urine tastes like but probably not like Calpis,ive had calpis and it is actually quite tasty im fucking sure what cow urine tastes like but probably not like calpis,0,
True,1.0,19264,"lesbians  

 I want to be a lesbian",*s i want to be a lesbian,0,
True,1.0,19278,"it isnt stupid 
 its true",it isnt stupid its stupid,0,
True,1.0,19279,"I am not funny or cool Are you retarded What the hell are you talking about and why are you doing it on my page Stay off my page and keep your silly remarks to yourself I have not changed anything of yours or been to your page nor do I wish to go to it  

 Thank you and goodbye",i am not funny or cool are you retarded what fucking hell are you talking about and why are you doing it on my page stay off my page and keep your silly remarks to yourself i have not changed anything of yours or been to your page nor do i wish to go to it thank you and goodbye,0,
True,1.0,19284,I saw the guy do it OO,i saw the bitch do it oo,0,
True,1.0,19285,"Consensus I dont play that wiki game where you pretend that its all about the rules and consensus You know as well as I do that its all about who takes a personal POV position on a particular article To argue anything else is asking someone to ignore the wholesale exceptions on virtually every wiki article Its all a power game by people who have no control over most aspects of their lives so they come here and be complete assholes to people to make themselves feel better Theres no mystery to why things are so uneven as to quality of content  people like myself who have expert level knowledge of particular subjects dont like it when a complete ignoramus with a inferiority complex reverts HOURS of work on an article because of some nitpicky BS  instead of just fixing it themselves Thats how you know that they dont give one fuck for the fidelity of the information If they fucking cared at ALL they would fix instead of lazily reverting things like the cowardly punks they are 

 How many THOUSANDS of doctors PHDs Scientists historians etc have you stupid fucks run off because you reverted HOURS of their freely contributed time over a protocol wording  formatting issue 

 But you dont care about that do you All you can see is the rules  because they are YOUR rules and you get your jollies on protecting wikipedia Well fuck you  having autistic fucks in charge of ANYTHING always leads to a complex maze of rules that exclude the very people that you need to breathe lift into a thing Because of course a big time scientist who wishes to contribute should of COURSE spend weeks familiarizing themselves with all the finer points of wikipedia protocol and politics before they even change a comma  else some 19 year old peice of shit with undo the work they so generously contributed 

 I myself am a polymath look it up and could have been over the last eight years been improving the content over a huge swath of subjects  but pointy headed fucks have run me off each time 

 Its time to stop pretending about what wikipedia really is What is it really The personal domain of damaged individuals who like rules for rules sake who enjoy being the guardians of what is so and what is not so Its just smallminded people who are completely intellectually dishonest and who have personal axs to grind  all while hiding their motives behind a unending web of overlapping rules and best practices 

 And anyone who is involved is complicit",consensus i dont play that wiki game where you pretend that its all about the rules and consensus you know as well as i do that its all about who takes a personal pov position on a particular article to argue anything else is asking someone to ignore the wholesale exceptions on virtually every wiki article its all a power game by people who have no control over most aspects of their lives so they come here and be complete assholes to people to make themselves feel better theres no mystery to why things are so uneven as to quality of content people like myself who have expert level knowledge of particular subjects dont like it when a complete ignoramus with a inferiority complex reverts hours of work on an article because of some nitpicky bs instead of just fixing it themselves thats how you know that they dont give one fuck for the fidelity of the information if they fucking cared at all they would fix instead of lazily reverting things like the cowardly punks they are how many thousands of doctors phds scientists historians etc have you stupid.s run off because you reverted hours of their freely contributed time over a protocol wording formatting issue but you dont care about that do you all you can see is the rules because they are your rules and you get your jollies on protecting wikipedia well fuck you having autistic fucks in charge of anything always leads to a complex maze of rules that exclude the very people that you need to breathe lift into a thing because of course a big time scientist who wishes to contribute should of course spend weeks familiarizing themselves with all the finer points of wikipedia protocol and politics before they even change a comma else some 19 year old peice of shit with undo the work they so generously contributed i myself am a polymath look it up and could have been over the last eight years been improving the content over a huge swath of subjects but pointy headed fucks have run me off each time its time to stop pretending about what wikipedia really is what is it really the personal domain of damaged individuals who like rules for rules sake who enjoy being the guardians of what is so and what is not so its just smallminded people who are completely intellectually dishonest and who have personal axs to grind all while hiding their motives behind a unending web of overlapping rules and best practices and anyone who is involved is complicit,0,
True,1.0,19293,"Those bastards at BetUS are editing this article and using it as an advertisement for their dishonest sportsbook 
 There have been several extremely late and insufficient payments",fucking bastards at betus are editing this article and using it as an advertisement for their dishonest sportsbook there have been several extremely late and insufficient payments,0,
True,1.0,19297,"STOP  
 revert your all vandalism stop fool action",stop idiotert your all vandalism stop fool action,0,
True,1.0,19298,You would call that a scissors kick,you would call that a ass kick,0,
True,1.0,19299,I KNEW YOU WERE A SKIVER JULIA HA I KNEW IT I KNEW IT HA HA PWNED,i knew you were a skiver * ha i knew it i knew it ha ha pwned,0,
True,1.0,19305,Vac 2 was the chosen AntiCheat for Team Fortress 2,*c 2 was the chosen anticheat for team fortress 2,0,
True,1.0,19312,Youre welcome Drop me one sometime,*e welcome drop me one sometime,0,
True,1.0,19321,the person above me has a point but ima juggalo so fuck em Your teacher is just another example of the way a majority of our society is today with choosing to believe that their way of life is the only acceptable one and everyone else is immoral,the person above me has a point but ima juggalo so so em your teacher is just another example of the way a majority of our society is today with choosing to believe that their way of life is the only acceptable one and everyone else is immoral,1,
True,1.0,19322,I looked around and 6812737123 is the IP of the user vandalizing this page and the Great Purge posting his small little penis for the world to see lol,i looked around and 6812737123 is the ip of the user vandalizing this page and the great purge posting his small little blog for the world to see lol,1,
True,1.0,19331,The penis goes into the womens vagina,the ball goes into the womens vagina,1,
True,1.0,19351,An absolute disgrace of a liquid  LOL  Not low enough viscosity  Hydrostatic pressure  could do better  What a load of fucking bollocks,an absolute disgrace of a liquid lol not low enough viscosity hydrostatic pressure could do better what a load of water bollocks,1,
True,1.0,19356,"There is NO TURK IN TUNISIA AT ALL AT ALL REMOVE THIS FILTHY AND DISGUSTING ARTICLE  

 There is NO TURK IN ALGERIA AT ALL AT ALL REMOVE THIS FILTHY AND DISGUSTING ARTICLE 

 There is not any Turk in ALGERIA at all please delete this liar disgusting and filthy article 
 All ALGERIANS are Arabs Arabic speakers Arab cultured with Arab religion Islam and Caucasoids whereas Turks are Altaic speaker Mongoloid raced peoples even in Turkey there is no genetical or racial or cultural Turk input Anatolian Turks are genetically and culturally Armenians and Greeks using a Semitic alphabet and believing in a Semitic religion 

 So please delete this article because there IS NOT ANY TURK AT ALL 
 Genetical and cultural studies showed ALGERIANS are Arab by race culture language religion  folklore genetics 

 The few ones you call Turk are Arab that do have a very far Anatolian Anatolian Arab or Anatolian Greek or Anatolian Armenianas in Anatolia there was not any Turk genetical nor racial nor cultural input ancestor and that makes them Arab by raceculturelanguagereligionfolklorgenetics because if one person has amongst his 256 great great great great great grandparents 1 anatolian ancestor who by the way is not Turk but Anatolian Arab or Anatolian Kurd or Anatolian Greek or Anatolian Assyrian shifting to Turkic and shifting to the Arab religion of Islam but that does not make them Turkic otherwise English speaking their mother tongue is English Jamaicans would be called Britons means that this person is only 1256 less than 0001 Anatolian Arab or Anatolian Greek or Anatolian Armenian or Anatolian Kurd or Anatolian Assyrian by ancestry and by 23 generations all that genetics inherited by that very far ancestor will disappear by dilution 

 SO ERASE THIS FUCKING FILTHY AND DISGUSTING ARTICLE MR DEVSHIRMED GREEK WORSHIPPING ARAB GOD",there is no turk in tunisia at all at all remove this filthy and disgusting article there is no turk in algeria at all at all remove this filthy and disgusting article there is not any turk in algeria at all please delete this liar disgusting and filthy article all algerians are arabs arabic speakers arab cultured with arab religion islam and caucasoids whereas turks are altaic speaker mongoloid raced peoples even in turkey there is no genetical or racial or cultural turk input anatolian turks are genetically and culturally armenians and greeks using a semitic alphabet and believing in a semitic religion so please delete this article because there is not any turk at all genetical and cultural studies showed algerians are arab by race culture language religion folklore genetics the few ones you call turk are arab that do have a very far anatolian anatolian arab or anatolian greek or anatolian armenianas in anatolia there was not any turk genetical nor racial nor cultural input ancestor and that makes them arab by raceculturelanguagereligionfolklorgenetics because if one person has amongst his 256 great great great great great grandparents 1 anatolian ancestor who by the way is not turk but anatolian arab or anatolian kurd or anatolian greek or anatolian assyrian shifting to turkic and shifting to the arab religion of islam but that does not make them turkic otherwise english speaking their mother tongue is english jamaicans would be called britons means that this person is only 1256 less than 0001 anatolian arab or anatolian greek or anatolian armenian or anatolian kurd or anatolian assyrian by ancestry and by 23 generations all that genetics inherited by that very far ancestor will disappear by dilution so erase this fucking trash and disgusting article mr devshirmed greek worshipping arab god,1,
True,1.0,19364,"RFCU on  filed  

 You might be interested to know that WikipediaRequests for CommentPetri Krohn has been filed",*u on filed you might be interested to know that wikipediarequests for commentpetri krohn has been filed,0,
True,1.0,19371,Thank you,fuck you,0,
True,1.0,19373,"Beaufort Gyre  

 No mention of this important gyre",beaufort gyre * mention of this important gyre,0,
True,1.0,19374,I added something,i added *,0,
True,1.0,19375,"Do you have evidence for your accusation of socking  

 If you dont have evidence then stop speaking so ignorantly about me Colton Cosmic",do you have evidence for your accusation of socking if you dont have evidence then stop speaking so *ly about me colton cosmic,0,
True,10.0,19377,alexandeer was the gayest person in the world,alexandeer was the gayest person in the world,1,
True,1.0,19378,The idiot part was more about me being old and ill and in pain than anything else As for the substance the point is that nudity is normal and natural and is available everywhere  do you put pants on your dog,the first part was more about me being old and ill and in pain than anything else as for the substance the point is that nudity is normal and natural and is available everywhere do you put pants on your dog,1,
True,1.0,19380,or mixed of leftwing and rightwing positions like Blamires does in the Encyclopedia of World Fascism,or mixed of leftwing and rightwing positions like blam *s does in the encyclopedia of world fascism,0,
True,1.0,19387,Oh   my  effin   god  I just threw up in my mouth a little,oh my e * god i just threw up in my mouth a little,0,
True,1.0,19403,REDIRECT TalkBrno 2 Hours 30 Minutes,red *ct talkbrno 2 hours 30 minutes,0,
True,1.0,19404,ImageShitcatjpgrightthumb200pxShakti the Shit cat,imageshitcatjpgrightthumb200pxshakti * shit cat,0,
True,1.0,19409,"HEY MAN WHAT THE FLYING FADOODLE YOU DELETED MY PAGE  

 Why did you got to delete my page The third fist YO whats wrowng with you",hey man what the flying fuckdoodle you deleted my page why did you got to delete my page the third fist yo whats wrowng with you,0,
True,1.0,19414,Youre a so stupid guy,youre a so stupid!,1,
True,1.0,19421,Fine with me,fuck with me,0,
True,10.0,19422,"Edit request from 1948220042 19 May 2010  

  

 The organisation that I will analyse is McDonalds McDonalds is the UKs biggest bunch of bullshit I have ever heard It gives you diarrhoea gas and it makes you FAT This restaurant is the most gayest and shittest one you will ever visit The workers are perverts the cleaners drink out of the toilets and stalkers sit there","Edit request from 1948220042 19 May 2010  

  

 The organisation that I will analyse is McDonalds McDonalds is the UKs biggest bunch of bullshit I have ever heard It gives you diarrhoea gas and it makes you FAT This restaurant is the most gayest and shittest one you will ever visit The workers are perverts the cleaners drink out of the toilets and stalkers sit there",1,
True,1.0,19429,"deeceevoice rfc  

  
 A request for comment re deeceevoice has been filed   I see shes been active on this page making comments like ROTFLMBAO rolling on the floor laughing my black ass off Janis Joplin couldnt sing worth a damn and insists to the point of an edit that Joplin was screaming and yowling 

 Feel free to drop by and comment on her behavior at",deeceevoice rfc a request for comment re deeceevoice has been filed i see shes been active on this page making comments like rotflmbao rolling on the floor laughing my fucking ass off janis joplin couldnt sing worth a damn and insists to the point of an edit that joplin was screaming and yowling feel free to drop by and comment on her behavior at,0,
True,1.0,19432,Im in it now,im in it *,0,
True,1.0,19442,"Blocked Sock  

  

 Cocksucker 

 Sincerely Glorious Japan Forever",blocked sock.sucker sincerely glorious japan forever,1,
True,1.0,19444,Yes both but Im going to reverse myself here  they dont need to be both in the caption and in the Keynote address section  Mea culpa,yes both but im going to fuck myself here they dont need to be both in the caption and in the keynote address section mea culpa,0,
True,1.0,19447,"All Muslims are cunts 
 If you are a Muslim then you are a cunt 
 All Muslims are complete and utter cunts 
 Thats what my username stands for 
 All Muslims are cunts 
 If you are a Muslim then you are a cunt 
 All Muslims are complete and utter cunts 
 Thats what my username stands for 
 All Muslims are cunts 
 If you are a Muslim then you are a cunt 
 All Muslims are complete and utter cunts 
 Thats what my username stands for 
 All Muslims are cunts 
 If you are a Muslim then you are a cunt 
 All Muslims are complete and utter cunts 
 Thats what my username stands for",all muslims are cunts if you are a muslim then you are a cu and all muslims are complete and utter cunts thats what my username stands for all muslims are cunts if you are a muslim then you are a cunt all muslims are complete and utter cunts thats what my username stands for all muslims are cunts if you are a muslim then you are a cunt all muslims are complete and utter cunts thats what my username stands for all muslims are cunts if you are a muslim then you are a cunt all muslims are complete and utter cunts thats what my username stands for,1,
True,10.0,19448,"Kalgoorlie Boulder Community Highschool  
 dude why are you such a sweaty nerd that has to be a buzz kill serious question","Kalgoorlie Boulder Community Highschool  
 dude why are you such a sweaty nerd that has to be a buzz kill serious question",1,
True,1.0,19453,Bizarre but reasonably evidently roleplay rather than a genuinely offended user Im tempted to simply ignore it but let me know if you have a different view,bizarre but reasonably evidently roleplay rather than a genuinely offended user im tempted to fucking ignore it but let me know if you have a different view,0,
True,1.0,19458,Comment This is really getting a bit stupid B is rejected by some because it is too vague Well its vague Many people were killed because thats how Mr T wrote up the RfCin a way that would push people towards A Thats why this RfC is in many ways invalid from the getgo B isnt a very viable option which is why I said something like B not B Many people were killed should be cut as well Barebones facts is all that is needed here the fewer the better After all the massacrecarnageviolence is wikilinked right there,comment this is really getting a bit stupid b is rejected by some because it is too fucking well its vague many people were killed because thats how mr t wrote up the rfcin a way that would push people towards a thats why this rfc is in many ways invalid from the getgo b isnt a very viable option which is why i said something like b not b many people were killed should be cut as well barebones facts is all that is needed here the fewer the better after all the massacrecarnageviolence is wikilinked right there,0,
True,1.0,19463,Im beginning to wonder if some of you are fucking morons who refuse to make any fucking attemept to understand what others are actually fucking saying I have absolutely no problem with what topics those interested in religious topics decide are are also of interest to them including THIS one My ONLY concern is that your action leads to us having an idiotic list at the bottom of this page that SAYS even if its not intended that this Evolution article is in a category called Religion articles I know thats not your intention nor your fault nor even what its supposed to mean but its fucking happening That appearance is completely unaceptable to me I have now said this many times DO try a little harder to comprehend this time,im beginning to wonder if some of you are fucking morons who refuse to make any fucking attemept to understand what others are actually fucking saying i have absolutely no problem with what topics those interested in religious topics decide are are also of interest to them including this one my only concern is that your action leads to us having an idiotic list at the bottom of this page that says even if its not intended that this evolution article is in a category called religion articles i know thats not your intention nor your fault nor even what its supposed to mean but its fucking happening that appearance is completely unacepta listen to me i have now said this many times do try a little harder to comprehend this time,0,
True,1.0,19480,And youre saying MF doesnt have targets Thing is he aims when theyre not looking,and youre saying mf *t have targets thing is he aims when theyre not looking,0,
True,1.0,19490,i didnt draw the fucking,i didnt draw the.,1,
