,Unnamed: 0,success,iters,id,original_text,perturbed_text,ground_truth_output,error
600,2872,True,1.0,2908,"2005 UTC 

 Interesting little project And Ive added myself into your table p  0805 2 December",2005 utc interesting little project and ive added myself into your table p *05 2 december,0,
601,2882,True,1.0,2918,I dont want a framework well dont know how to say this but thats just to damn bad  I  decide what my suggestion are going to be and to what specificity I think the specifics should go at the end of a discussion not the beginning  You think Im wasting time well my I suggest another hobby for you  Some people like stamp collecting maybe give it a try  Your right to ask for soources good thing there is NOT TIME LIMIT  Well work on that  Meamwhile it does seem to bother you that the section as is doesnt seem to conform to ANY OF THE CITED SOURCES Could that because they tend to leed credence to some preheld belief of your  JWF I think this little squabble between us is silly and pointlees  Im much rather get back to a discussion of the sources and what is mainstream  But if you want to continue this stupid little tangant you started fine  But why not do it on our talk pages I dont think any other editor give a damn about it,i dont want a framework well dont know how to say this but thats just to damn bad i decide what my suggestion are going to be and to what specificity i think the specifics should go at the end of a discussion not the beginning you think im wasting time well my i suggest another hobby for you some people like stamp collecting maybe give it a try your right to ask for soources good thing there is not time limit well work on that meamwhile it does seem to bother you that the section as is doesnt seem to conform to any of the cited sources could that because they tend to leed credence to some preheld belief of your jwf i think this little squabble between us is silly and pointlees im much rather get back to a discussion of the sources and what is mainstream but if you want to continue this the little tangant you started fine but why not do it on our talk pages i dont think any other editor give a damn about it,1,
602,2883,True,1.0,2919,Id like to commend your excellent edit The guy is a bastard,id like to commend your excellent edit the guy is a.,1,
603,2885,True,1.0,2921,Well that sucks  I may grab images and interesting text but still its going to be laborious,well that sucks i may grab stupid and interesting text but still its going to be laborious,0,
604,2888,True,1.0,2924,"WTF 

 Why in the world would anyone make an article on this",wtf * in the world would anyone make an article on this,0,
605,2891,True,1.0,2927,"Wow how dumb could you be  
 Theyre everywhere stupid person",wow how dumb could you be theyre everywhere in person,1,
606,2894,True,1.0,2930,Peter you dumb whore quit blocking kits shits He says your an ass,peter you dumb guy quit blocking kits shits he says your an ass,1,
607,2895,True,10.0,2931,all you hot boys then we can have SEX and kiss and spread love just so you know my name is claire so hot boys call me and so you know i love to have sex with anyone,all you hot boys then we can have SEX and kiss and spread love just so you know my name is claire so hot boys call me and so you know i love to have sex with anyone,1,
608,2897,True,1.0,2933,"That was a mistake 
 You can delete all you like but you wont be able to hide the fact that you are sick and disgusting",that was a mistake you can delete all you like but you wont be able to hide the fact that you are fat and disgusting,1,
609,2898,True,1.0,2934,"hello  

 Well done I owe you a beer",* well done i owe you a beer,0,
610,2908,True,1.0,2944,hurricane machine to kill him,hurricane machine to attack him,1,
611,2909,True,1.0,2945,"CHCHCHCHINA 

 I will follow you for the rest of your days",chchch *a i will follow you for the rest of your days,0,
612,2915,True,1.0,2951,"Barbecue 
 Been a hell of week sick parents and the like  We need to do some Q before Tgiving  Im still eating on some of that last batch  Obviously not the bacon that didnt last a day  Might need to do one full smoke of nothing but bacon variations  10 pounds of smoked bacon should make a nice photo as well  We are going to have to be like Bubba and figure out a dozen varieties of smoked bacon to fill that thing full       Join WER",barbecue been a bitch of week sick parents and the like we need to do some q before tgiving im still eating on some of that last batch obviously not the bacon that didnt last a day might need to do one full smoke of nothing but bacon variations 10 pounds of smoked bacon should make a nice photo as well we are going to have to be like bubba and figure out a dozen varieties of smoked bacon to fill that thing full join wer,0,
613,2920,True,1.0,2956,"Go fujk off  

 Bppvk",go *jk off bppvk,0,
614,2921,True,1.0,2957,I have noticed that you have at least twice removed content from Shakespearerelated pages bercauase you were ignorant of the topic as in the absurd kill all the lawyers section above or were simply unwilling to engage with the content of the debate,i have noticed that you have at least twice removed content from shakespearerelated pages bercauase you were ignorant of the topic as in the fucking kill all the lawyers section above or were simply unwilling to engage with the content of the debate,0,
615,2926,True,1.0,2962,"Juve new signing 
 Just to inform that Juve did not announced Motta deal officially and Motta did not had medical test and the contract will sign after the medicals means the deal is not yet complete Please add the players to the squad AFTER the deal is completed For Cuneaz he is bought back by Juve but for sure he is not a member of the first team next season 

 Juve had announced the first squad for preseason camp and there is no Cuneaz but Ekdal and Pasquato an along with new signing Storari so i only add them both to the FIRST TEAM squad If you cant agree  use talkJuventus FC",juve new signing just to inform that juve did not announced motta deal officially and motta did not had medical test and the contract will sign after the medicals means the deal is not yet complete please add the players to the squad after the deal is completed for cuneaz he is bought back by juve but for sure he is not a member of the first team next season juve had announced the first squad for preseason camp and there is no cuneaz but ekdal and pasquato an along with new signing storari so i only add them both to the first team squad if you cant agree use talkju *us fc,0,
616,2933,True,1.0,2969,I think I said I disliked Husbands and you recommended Faces and Killing of a Chinese Bookie I think,i think i said i disliked husbands and you recommended faces and killing of a chinese bitchie i think,0,
617,2935,True,1.0,2971,She probably is just not wellinformed on Wikipedia I mean most people outside of our little bubble have no fucking clue what goes on here Back when Roth did his little thing with the New Yorker it turned out that many of the things he was saying were not accurate He identified the wrong article as being where the error took place neglected to mention that the article on his book actually did accurately state that the book was not based off the one guy and so forth There was nothing willful about it he just wasnt sufficiently clued in on the situation You should calm down though Eventually the controversy will fade from view and these folk will depart I doubt many will seriously remember it,she probably is just not well...formed on wikipedia i mean most people outside of our little bubble have no fucking clue what goes on here back when roth did his little thing with the new yorker it turned out that many of the things he was saying were not accurate he identified the wrong article as being where the error took place neglected to mention that the article on his book actually did accurately state that the book was not based off the one guy and so forth there was nothing willful about it he just wasnt sufficiently clued in on the situation you should calm down though eventually the controversy will fade from view and these folk will depart i doubt many will seriously remember it,0,
618,2939,True,1.0,2975,"Context  

 I wasnt using bitch obscenely It was vandalism I cleared up  bitch was an incidental double entendre If you look back to my edit Bordello Bitch and the one previous comparing the two I have replaced Bitch with Ann after some research I asked for  simple corroboration on the talk page bitch take a joke",context i wasnt using the obscenely it was vandalism i cleared up bitch was an incidental double entendre if you look back to my edit bordello bitch and the one previous comparing the two i have replaced bitch with ann after some research i asked for simple corroboration on the talk page bitch take a joke,1,
619,2944,True,1.0,2980,"Vandalism  

 HEELLLPPPP SOMEONES REPLACED THE ENTIRE MAIN PAGE SOMEBODY PLEASE pardon my language DAMN HIM FOR ETERNITY",vandalism heelllpppp someones replaced the entire main page somebody please speak my language damn him for eternity,1,
620,2951,True,1.0,2987,"godcops stuff deleted  

 Wasnt by me but if the guy puts that trash back up remove it 

 godcops has no place in the history of myth",godcops stuff deleted wasnt by me but if the guy puts that trash back up remove it godcops has no place in the history of fucking,0,
621,2956,True,1.0,2992,"the use of the word 
 fuck",the use of the word.,1,
622,2972,True,1.0,3008,Fuck off Crisco thats blasphemy Next thing you know youre telling me that Brigitte Bardot got old Any other dreams you want to destroy,get off crisco thats blasphemy next thing you know youre telling me that brigitte bardot got old any other dreams you want to destroy,1,
623,2974,True,1.0,3010,"Semiprotected edit request on 17 October 2014  

  

  

 he is NOT an aMERICAN NOT capital letter a in aMERICAN is in PURPOSE singer yes he was born in aMERICA but they and EXPLICITLY MF CURNEY shit LOVE kill him  so  REMOVE aMERICAN singer  ffs also hes SO CALLED BAND  CRAP IN HES MEMORY  

 FUCK FUCK FUCK foo figh i mean COCKSHIT S U C K E R S",semiprotected edit request on 17 october 2014 he is not an american not capital letter a in american is in purpose singer yes he was born in america but they and explicitly mf curney shit love kill him so remove american singer ffs also hes so called band crap in hes memory fuck fuck fuck foo figh i mean cockshit s u c. e r s,1,
624,2977,True,1.0,3013,receptive bareback anal sex,receptive bareback into sex,1,
625,2980,True,10.0,3016,Nothing in the MOS gives any support to the bizarre wording you are trying to enforce  You have not even tried to explain why you think that saying X is described by random population segment Y as being best known for Z is somehow better than saying X is Z  Your motivation appears to be a mixture of stupidity and spite,Nothing in the MOS gives any support to the bizarre wording you are trying to enforce  You have not even tried to explain why you think that saying X is described by random population segment Y as being best known for Z is somehow better than saying X is Z  Your motivation appears to be a mixture of stupidity and spite,1,
626,2994,True,1.0,3030,Why edit Dashbot it can do it itself you fucking ball licking piece of shit,why edit dashbot it can do it itself you little ball licking piece of shit,1,
627,2997,True,1.0,3033,"Jaffa Cinema advertisement Origin  

 Can anyone verify the time in which Jafa or Jaffa came into use and also where it originated from I am under the belief until proven otherwise that the term emerged when advertisements at picture theaters cinemas starting showing advertisements for the Jaffa chocolate confectionery before the screening of movies This advertisement clip featured a picture of Auckland city after which a huge Jaffa is dropped down to squash part of the city coinciding with a farting sound effect I believe this advertisement was circulated in picture theaters in Auckland and perhaps also around the country in the early 1990s I believe after this point Aucklanders became to be known as JafasJaffas by nonAucklanders and acronyms such as Just Another Fucking Aucklander andor Just Another Fuckwit From Auckland came after this point There is no mention of these things especially the cinema advertisement in this article",jaffa cinema advertisement origin can anyone verify the time in which jafa or jaffa came into use and also where it originated from i am under the belief until proven otherwise that the term emerged when advertisements at picture theaters cinemas starting showing advertisements for the jaffa chocolate confectionery before the screening of movies this advertisement clip featured a picture of auckland city after which a huge jaffa is dropped down to squash part of the city coinciding with a farting sound effect i believe this advertisement was circulated in picture theaters in auckland and perhaps also around the country in the early 1990s i believe after this point aucklanders became to be known as jafasjaffas by nonaucklanders and acronyms such as just another fucking aucklander andor just another aucklandwit from auckland came after this point there is no mention of these things especially the cinema advertisement in this article,0,
628,3003,True,1.0,3039,Old news which has been deleted  edits by Lunez,old news which has been deleted *s by lunez,0,
629,3011,True,1.0,3047,You are allowed to do that,you are allowed to do *,0,
630,3014,True,10.0,3050,"Earl of Clare  

 Not to be stupid but how did you go wrong with 3rr  You only made three edits to the page one your reversion of Mugginsxs fourth reversion of the day a modification of your edit then your final reversion to Mugginsxs version  I see no violation problem there I think youve overreverted been too sensitive Regardless im going to bed as i decline to be dragged into an edit war which im beginning to think Mugginsx may want Cheers","Earl of Clare  

 Not to be stupid but how did you go wrong with 3rr  You only made three edits to the page one your reversion of Mugginsxs fourth reversion of the day a modification of your edit then your final reversion to Mugginsxs version  I see no violation problem there I think youve overreverted been too sensitive Regardless im going to bed as i decline to be dragged into an edit war which im beginning to think Mugginsx may want Cheers",1,
631,3016,True,1.0,3052,or an Internetan that Dominiks parents own,or an internetan that dom *ks parents own,0,
632,3017,True,1.0,3053,Controversial  only an old little Nazi,controversial only an idiot little nazi,0,
633,3023,True,1.0,3059,Silly that wasnt vandalism  Glenzierfoot is a sock puppet of Hotrocks not of Rachel Brown  Please dont revert things as vandalism without first checking the facts of the situation  It was quite obvious from the block log that someone put in the wrong sock puppet tag  Heck I even put in an edit summary to make it obvious for you yet you still reverted  Sheesh,silly that wasnt vandal fucking glenzierfoot is a sock puppet of hotrocks not of rachel brown please dont revert things as vandalism without first checking the facts of the situation it was quite obvious from the block log that someone put in the wrong sock puppet tag heck i even put in an edit summary to make it obvious for you yet you still reverted sheesh,0,
634,3027,True,1.0,3063,"I also know Dick  About the missing songs I wrote a few hour ago which has been deleted  
  My response in FORNICATE UNDER the COMMAND of the KING",i also know something about the missing songs i wrote a few hour ago which has been deleted my response in fornicate under the command of the king,1,
635,3034,True,1.0,3070,"Stop your disruptive editing  

 Please stop your disruptive editing",stop your disruptive editing please stop your disruptive *,0,
636,3037,True,1.0,3073,"Arbitration case 
 Your name was mentioned in this arb case  FYI",arbitration * your name was mentioned in this arb case fyi,0,
637,3051,True,1.0,3088,WHO THE FUCK DO YOU THINK YOU ARE ARE YOU EVEN ASIAN TO BEGIN WITH,who the hell do you think you are are you even asian to begin with,1,
638,3058,True,1.0,3095,"Name change  

 I understand The Hurt Locker has since changed its name to The Hurt Fucker Nothing Compared To Avatar",name change i understand the hurt locker has since changed its name to the hurt fileer nothing compared to avatar,1,
639,3060,True,1.0,3097,"actually help us u dont help at all so help dick heads  
                      from ur un expected guest",actually help us u dont help at all so help dick you from ur un expected guest,0,
640,3064,True,1.0,3102,"Fuck you  

 People really do refer to the 40 SW as the 40 Shit  Wipe because they either dont like the round or dont like Smith  WessonPreceding unsigned comment added by    
 OK",but you people really do refer to the 40 sw as the 40 shit wipe because they either dont like the round or dont like smith wessonpreceding unsigned comment added by ok,1,
641,3066,True,1.0,3104,Oops almost forgot Happy Thanksgiving,oops almost forgot happy *,0,
642,3082,True,1.0,3120,Yes that full stop is rather a nonsense,yes that full stop is rather a *,0,
643,3084,True,1.0,3122,"oh oh oh to touch and feel virgin girls vagina and hymen 

 THis is the only one Ive ever come across I imagine its he most common vulgardemeaning or not it should go in",oh oh oh to touch and feel virgin girls.gina and hymen this is the only one ive ever come across i imagine its he most common vulgardemeaning or not it should go in,1,
644,3086,True,10.0,3124,31 hours only for that you guys got to kidding Did you get raped your brain out or what,31 hours only for that you guys got to kidding Did you get raped your brain out or what,1,
645,3091,True,1.0,3130,No so fuck off Kevin You are a twat when it comes to this issue and yes you are a WMF acolyte,no so back off kevin you are a twat when it comes to this issue and yes you are a wmf acolyte,1,
646,3095,True,1.0,3134,"Written like an advertisement 

 It sounds like the article is just stating the facts to me God you wikipedia people can be a bit anal sometimes",written like an advertisement it read like the article is just stating the facts to me god you wikipedia people can be a bit anal sometimes,1,
647,3096,True,1.0,3135,Because more blacks were convicted doesnt indicate bias It just doesnt,because more blacks were convicted *t indicate bias it just doesnt,0,
648,3101,True,1.0,3140,HE CHEATED ON HIS WIFE AND HE HAD SEX WITH 20 OTHER WOMEN HES A CHEATER,he sucks on his wife and he had sex with 20 other women hes a cheater,0,
649,3104,True,1.0,3143,youre not hearin me sweetheart im not talkin about track fuckin 13 that is ishfwilf i mean after the two live tracks there is a a track 17 called living after midnight,youre not hearin me so im not talkin about track fuckin 13 that is ishfwilf i mean after the two live tracks there is a a track 17 called living after midnight,1,
650,3106,True,1.0,3145,Thanks for the info Phantom But I could have left the userbox just that one day on my userpage as an April Fools joke But I now know that April Fools jokes are obvious jokes Thanks for your info Phantom,thanks for fucking info phantom but i could have left the userbox just that one day on my userpage as an april fools joke but i now know that april fools jokes are obvious jokes thanks for your info phantom,0,
651,3111,True,1.0,3150,watson es a scotesh naem,watson es * scotesh naem,0,
652,3121,True,1.0,3160,"KATZENMOYER  
 Watch Katzenmoyer fucking crush that bitch Corby Jones 
 Anderson Twp GOP gives top rating to pair The Cincinnati Enquirer  June 2 2005  Schmidt endorsed by Anderson GOP",katzenmoyer watch katzenmoyer watch crush that bitch corby jones anderson twp gop gives top rating to pair the cincinnati enquirer june 2 2005 schmidt endorsed by anderson gop,1,
653,3135,True,1.0,3174,We need to know more Pics More topics and refs,we need to know more pics more topics and *s,0,
654,3138,True,1.0,3177,"Comments 
 Well what do you think I made this page all by myself 

 How do make yourself credible for all the information in here   
 It sucks   
 This page is terrible   
 You call this an article   
 My dog could write something better",comments well what do you think i made this page all by myself how do make yourself credible for all the information in here it says this page is terrible you call this an article my dog could write something better,1,
655,3139,True,1.0,3178,Fuck it this conversation is as likely to end as it is my not being gay,without it this conversation is as likely to end as it is my not being gay,1,
656,3148,True,1.0,3187,It also needs to be added that nigger or nigga  I think that its the same word can be used as an insult among blacks as well as neutrally and in solidarity,it also needs to be added that ni # or nigga i think that its the same word can be used as an insult among blacks as well as neutrally and in solidarity,1,
657,3149,True,1.0,3188,"Hello you freak  

 Stop censoring pages totalitarian hermaphrodite",hello you must stop censoring pages totalitarian hermaphrodite,1,
658,3154,True,1.0,3193,Is it too much to ask that vandalism idiotic to begin with stay out of biographies of people who have just died,is it too much to ask that van idiotism idiotic to begin with stay out of biographies of people who have just died,0,
659,3165,True,1.0,3205,Shut the fuck up this is wikipedia,shut the hell up this is wikipedia,1,
660,3170,True,1.0,3210,"Get Stupid interlude  

 You should edit this part in the Controversy section  The image of John McCain was removed following the results of the presidential election",get stupid interlude u should edit this part in the controversy section the image of john mccain was removed following the results of the presidential election,0,
661,3171,True,1.0,3211,or it means laghing my fing a off,or it means laghi * my fing a off,0,
662,3172,True,1.0,3212,KI UV HOT ASIAN GIRLS PLEASE SAY IF U DO 2 OR IF U A NICE HAIRY ASIAN,ki uv hot asian girls please say if u do 2 or if u a nice hairy loser,0,
663,3176,True,1.0,3216,3  swallow chicks,3 swallow *,0,
664,3180,True,1.0,3220,Im pretty sure Moody is her name for writing  I think she writes murder mysteries or something,im fucking sure moody is her name for writing i think she writes murder mysteries or something,0,
665,3197,True,1.0,3238,Shonen Its pretty obvious its a guys show Horny males going after hot girls doesnt really make girls the target audience,shonen its fucking obvious its a guys show horny males going after hot girls doesnt really make girls the target audience,0,
666,3221,True,1.0,3264,nomads are retards that dont farm but they go around hunting stuff,#mads are retards that dont farm but they go around hunting stuff,1,
667,3237,True,1.0,3282,"My name is ESkog  I am a lowlife troll who cant stand the input of others and will erase any and all edits made by straights because I deem there heterosexual lifestyle gross and abhorrent I live with the decomposing carcass of my beloved mummy and enjoy collecting baseball cards dead kittens and Star Trek memorabilia I like wikipedia because it provides me with an excellent opportunity to tell those who are right that they are wrong something I was never able to do with my father especially when he used to tell me that I would grow up to be nothing but a ugly whiny pillow biting dick licking sycophant 

  I am currently between jobs due to the fact that I was laid off by my last employer Paul J Morrison for exposing him as the skirt chasing adulterous straight that he is  Well thats enough about me I am off to the local laundromat not to wash my soiled rags silly but to work the gloryhole in the filthy restroom in the back so that I can make some coinage to wash my soiled rags So to all my minions out there stay vigilant and keep a close eye out for any straights trying to infiltrate this little thing of ours Buh Bye Babies",my name is eskog i am a lowlife troll who cant stand the input of others and will erase any and all edits made by straights because i deem there heterosexual lifestyle gross and abhorrent i live with the decomposing carcass of my beloved mummy and enjoy collecting baseball cards dead kittens and star trek memorabilia i like wikipedia because it provides me with an excellent opportunity to tell those who are right that they are wrong something i was never able to do with my father especially when he used to tell me that i would grow up to be nothing but a ugly whiny pillow biting dick * sycophant i am currently between jobs due to the fact that i was laid off by my last employer paul j morrison for exposing him as the skirt chasing adulterous straight that he is well thats enough about me i am off to the local laundromat not to wash my soiled rags silly but to work the gloryhole in the filthy restroom in the back so that i can make some coinage to wash my soiled rags so to all my minions out there stay vigilant and keep a close eye out for any straights trying to infiltrate this little thing of ours buh bye babies,0,
668,3242,True,1.0,3287,because Nicholas Herrera shall die your naked boyfriend,because nicholas herrera shall die your favorite boyfriend,1,
669,3249,True,1.0,3294,"go fuck yourself  

 man piss off addwittynamehere",go screw yourself man piss off addwittynamehere,1,
670,3250,True,1.0,3295,Classy answer AndyL I agree with you This is too pathetic to be taken seriously,classy answer andyl i agree with you this is fucking pathetic to be taken seriously,0,
671,3253,True,1.0,3298,"Nicknames  

 Since pig is mentioned why not black bitch its other unflattering nickname Im sure there are sources out there for it",nicknames since pig is mentioned why not black is its other unflattering nickname im sure there are sources out there for it,1,
672,3259,True,1.0,3304,Aha not so much as an attack as it was complimenting only cool people are selfrighteous and call others asshole xD  thanks again,aha not so much as an attack as it was complimenting only cool people are selfrighteous and call others? xd thanks again,1,
673,3261,True,1.0,3306,"May 2011  

 Please see TalkSouthern Adventist UniversityWhere the fuck did that come from if you get a chance Thanks",may 2011 please see talksouthern adventist universitywhere * fuck did that come from if you get a chance thanks,0,
674,3262,True,1.0,3307,Your edit on Faggot,your edit on fagg ),0,
675,3277,True,10.0,3322,Kermanshahi sorry for me to say but I really am your sockpuppet you nasty lill sockpuppeteer Damn you scurvy dog Ill go to you home with a gun rape your wife burn the whole shit and last but not last I will kill your hamster Oh en please dear sockpuppeteer go away from wikipedia you damn liar,Kermanshahi sorry for me to say but I really am your sockpuppet you nasty lill sockpuppeteer Damn you scurvy dog Ill go to you home with a gun rape your wife burn the whole shit and last but not last I will kill your hamster Oh en please dear sockpuppeteer go away from wikipedia you damn liar,1,
676,3284,True,1.0,3329,Thanks For The Help,thanks for fucking help,0,
677,3288,True,1.0,3333,And just how is that any kind of intelligible response to anything in my post Eric called someone an asshole Go get him Go template him Like you did me Go threaten him like you did me Go admonish him like you did me Or explain why there is any difference whatsoever in this wikiworld And do make your explanation clear and plain if that is possible for you to do Else clearly and simply keep your stupid comments off my Talk once and forever,and just how is that any kind of intelligible response to anything in my post eric called someone an email go get him go template him like you did me go threaten him like you did me go admonish him like you did me or explain why there is any difference whatsoever in this wikiworld and do make your explanation clear and plain if that is possible for you to do else clearly and simply keep your stupid comments off my talk once and forever,1,
678,3290,True,1.0,3335,"lack of Mark Lavin  New York Post contrversy in the artical  

 Its strange there is nothing in the artical about the Mark Lavin exposing oberman about his alegedly being a pervert with a small penis audio here Artical Here",lack of mark lavin new york post contrversy in the artical its life there is nothing in the artical about the mark lavin exposing oberman about his alegedly being a pervert with a small penis audio here artical here,1,
679,3291,True,10.0,3336,That has to be the gayest bucket ever,That has to be the gayest bucket ever,1,
680,3295,True,1.0,3340,"Hey sexy 
 Quit sucking so much hackdick and I will give it a break until you stop sucking hackwrenchs dick I will stop Here is how I will stop 1 call yourself a fag 2 call hackwrench a fag and put his page back to what i made it as 3 say god i suck on this page If you do those 3 things I wont do this again or another million times  

 Hackwrench 
 Is 
 To 
 Blame 
 Not 
 Me 
 If 
 He 
 Wouldnt 
 Have 
 Fucked 
 With 
 My 
 Pages 
 I 
 Wouldnt 
 Be 
 Fucking 
 With 
 Yours 
 Sorry but really Hackwrench is reponsible for EVERYTHING THAT HAS HAPPENED SO FAR TODAY Yes he does suck that much Let him know too 

 Until then here are some asses for you and hackwrenchiepoo 

        
       
         
          
          
             
           
           0  0 
                  
                      
                              
                                          
            Y                                   
                                                    
                                              
                                                      
                                                      
                                                      
                                              
                                  
                               
                                       
                                       
                                       
                              
                  HwS               
                       

 HwS  Hackwrench Sucks 

        
       
         
          
          
             
           
           0  0 
                  
                      
                              
                                          
            Y                                   
                                                    
                                              
                                                      
                                                      
                                                      
                                              
                                  
                               
                                       
                                       
                                       
                              
                  HwS               
                       

 HwS  Hackwrench Sucks 

        
       
         
          
          
             
           
           0  0 
                  
                      
                              
                                          
            Y                                   
                                                    
                                              
                                                      
                                                      
                                                      
                                              
                                  
                               
                                       
                                       
                                       
                              
                  HwS               
                       

 HwS  Hackwrench Sucks",hey sexy quit sucking so much hackdick and i will give it a break until you stop sucking hackwrenchs dick i will stop here is how i will stop 1 call yourself a fag 2 call hackwrench a fag and put his page back to what i made it as 3 say god i suck on this page if you do those 3 things i wont do this again or another million times hackwrench is to blame not me if he wouldnt have fucked with my pages i wouldnt be frustrated with yours sorry but really hackwrench is reponsible for everything that has happened so far today yes he does suck that much let him know too until then here are some asses for you and hackwrenchiepoo 0 0 y hws hws hackwrench sucks 0 0 y hws hws hackwrench sucks 0 0 y hws hws hackwrench sucks,0,
681,3297,True,1.0,3342,Bloody template read at page last time I used it  See the rest of my comment  Telling Timeshift to f off was unacceptable,bloody bitch read at page last time i used it see the rest of my comment telling timeshift to f off was unacceptable,0,
682,3303,True,1.0,3348,I hear you regularly beat yourself off in a pile of your own feces and piss  Eat it Melvin,i hear you regularly beat yourself off in a pile of your own feces and you eat it melvin,1,
683,3306,True,1.0,3351,"Personal section completely inadequate 
 OK is this guy a closet homosexual or what With so little information about his personal life this page doesnt qualify as a biography in any sense of the word Mr Souter is either a very clever closet queen is having sex with some amazingly quiet woman or is a sexual zero Every one of these posibilities makes him very suspect The nine people on the US Supreme Court hold virtually unlimited power The notion of checks and balances just doesnt apply where they are concerned There are none This being the case the American people have every right to know if one of their unelected masters is emotionally unstable",personal section completely inadequate ok is this guy a fucking homosexual or what with so little information about his personal life this page doesnt qualify as a biography in any sense of the word mr souter is either a very clever closet queen is having sex with some amazingly quiet woman or is a sexual zero every one of these posibilities makes him very suspect the nine people on the us supreme court hold virtually unlimited power the notion of checks and balances just doesnt apply where they are concerned there are none this being the case the american people have every right to know if one of their unelected masters is emotionally unstable,0,
684,3307,True,1.0,3352,That lucky B  She gets to sleep with Brandon Boyd  I envy her,that bitch b she gets to sleep with brandon boyd i envy her,0,
685,3329,True,1.0,3374,to huge vaginas and bloody eye fuckings,to huge vaginas and bloody eye vas,1,
686,3335,True,1.0,3380,Yeah my stuff was deleted too and it wasnt anywhere close to 30 days Closer to 30 hours really I think some moderator with an attitude wiped out all the ones that were too long in their opinion These moderators are fucking assholes thats for sure They get all kinds of power and they use it to the extreme I guess its true absolute power corrupts absolutely,yeah my stuff was deleted too and it wasnt anywhere close to 30. closer to 30 hours really i think some moderator with an attitude wiped out all the ones that were too long in their opinion these moderators are fucking assholes thats for sure they get all kinds of power and they use it to the extreme i guess its true absolute power corrupts absolutely,0,
687,3344,True,1.0,3390,"copyedit request  

 I know youre likely to be extremely busy but if you have time would you willing to copyedit Japanese battleship Yamato Its in need of a few prose tweaks before an eventual FAC",copyedit sucks i know youre likely to be extremely busy but if you have time would you willing to copyedit japanese battleship yamato its in need of a few prose tweaks before an eventual fac,0,
688,3349,True,1.0,3395,"Rajtarangani  

 I will over Rajtarangani and whatever is written in it by a psycho faggot brahmin gay called kalhan the cock sucker off course a cock sucker brahmin will have written everything with his own cock sucking brahmin agenda  who cares about what the cock sucker hindu brahmin insect kalhan wrote about kashmir",rajtarangani i will over rajtarangani and whatever is written in it by a psycho faggot brahmin gay called kalhan the cock sucker off course a dick sucker brahmin will have written everything with his own cock sucking brahmin agenda who cares about what the cock sucker hindu brahmin insect kalhan wrote about kashmir,1,
689,3355,True,10.0,3402,OhhBrittany KaIm so scared Gosh please dont lock the Jem article How will life go on if the Jem article is protected Your such a loser Brittany Ka,OhhBrittany KaIm so scared Gosh please dont lock the Jem article How will life go on if the Jem article is protected Your such a loser Brittany Ka,1,
690,3361,True,1.0,3408,The article doesnt say this anymore,the article *t say this anymore,0,
691,3366,True,1.0,3413,Sandstein is extremly clueless he believes ending editor conflict is what is most important not article quality To reach the end of ending editor conflict considering the massive number of socks and their unblockability Sandstein believes blocking editors who oppose socks is the correct action to take A mix of useful idiots zealous racists and government funded editors has already taken control of the IP area Outside admins dont want to deal with such shit and the WMF shares the ideology the cabal is pushing,sandstein is extremly clueless he believes ending editor conflict is what is most important not article quality to reach the end of ending editor conflict considering the massive number of socks and their unblockability sandstein believes blocking editors who oppose socks is the correct action to take a mix of useful idiots zealous racists and government funded editors has already taken control of the ip area outside admins dont want to deal with such people and the wmf shares the ideology the cabal is pushing,1,
692,3368,True,1.0,3415,User also vandalized Tara Reid today,user * vandalized tara reid today,0,
693,3378,True,1.0,3426,Plus she can kick Wassim Khemicis butt any day,plus she can kick wassim khemicis / any day,1,
694,3379,True,1.0,3427,I hate this class This sucks,i hate this class this.,1,
695,3384,True,1.0,3432,Support per nom but to be fair many of the entries on the dab page shouldnt be there in the spirit pf WPPTM,* per nom but to be fair many of the entries on the dab page shouldnt be there in the spirit pf wpptm,0,
696,3385,True,1.0,3433,"Edit request  

 This page needs to be semiprocted manily because KISS is a popular band that takes quite a bit of crap from ppl EXP some guy edited the page changing the name somewhere on the page to SUCK MY TITS but the guy used just and IP address 
  The level of vandalism isnt sufficient to warrant protection right now This page IS watched by admins so it will be caught quite quickly",edit request this page needs to be semiprocted manily because kiss is a popular band that takes quite a bit of crap from ppl exp some guy edited the page changing the name somewhere on the page to suck of tits but the guy used just and ip address the level of vandalism isnt sufficient to warrant protection right now this page is watched by admins so it will be caught quite quickly,1,
697,3386,True,1.0,3434,Are you stupid Facts as YOU call them are not facts if they are from extreme sources Whoever is writing these articles is obviously a fool Stop miseducating people,are you saying facts as you call them are not facts if they are from extreme sources whoever is writing these articles is obviously a fool stop miseducating people,1,
698,3391,True,1.0,3439,Dont Megre as above,dont megre as *,0,
699,3392,True,1.0,3440,The info on the band was already on Wikipedia How are you to decide if the band is notable or not More than a fictionnal frozen yogurt shop This is idiot i will follow with my complaint Plus the info that was there on the band is false So my first interest was puting the right info there,the info on the band was already on wikipedia how are you to decide if the band is notable or not more than a fictionnal frozen yogurt shop this fucking idiot i will follow with my complaint plus the info that was there on the band is false so my first interest was puting the right info there,0,
700,3393,True,1.0,3441,"Are you people on a group delusion I never editted any of the pages youre talking about Are you people on drugs 

 SkankBitch",are you people on a group delusion i copy editted any of the pages youre talking about are you people on drugs skankbitch,1,
